Cheval;Âge;Sexe;Race;Courses;Victoires;Places;"Allocation tot.";"Prime Prop.";"Alloc. + Prime Prop.";"Gain moyen";Valeur
"RAINBAND                 ";3;F;"PUR SANG";5;1;3;24700,00;0,00;24700,00;4940,00;420
"GOUTTE DE LUNE           ";5;F;"PUR SANG";18;1;9;24650,00;9982,00;34632,00;1369,44;255
"NOVEMBER RAIN            ";3;F;"PUR SANG";10;3;2;24600,00;13284,00;37884,00;2460,00;345
"KALANI                   ";4;F;"PUR SANG";7;2;1;24600,00;9962,00;34562,00;3514,29;295
"BIBI NAYEF               ";4;H;"PUR SANG";10;1;5;24550,00;9940,00;34490,00;2455,00;300
"DELTA SPIRIT             ";4;H;"PUR SANG";7;3;2;24500,00;9922,00;34422,00;3500,00;350
"DOLIA                    ";3;F;"PUR SANG";2;1;1;24500,00;13230,00;37730,00;12250,00;445
"FOUR GENERATIONS         ";5;F;"PUR SANG";8;1;4;24500,00;9920,00;34420,00;3062,50;330
"NATSUKASHI               ";3;F;"PUR SANG";4;1;1;24500,00;13230,00;37730,00;6125,00;455
"VRIGNY                   ";3;F;"PUR SANG";5;1;2;24500,00;13230,00;37730,00;4900,00;430
"INTO THE ROCK            ";9;F;"PUR SANG";15;1;8;24475,00;0,00;24475,00;1631,67;215
"KENSAI                   ";7;M;"PUR SANG";9;2;3;24400,00;7685,00;32085,00;2711,11;250
"ROCCIA NERA              ";2;F;"PUR SANG";3;1;2;24400,00;15372,00;39772,00;8133,33;430
"AFRICAN GREY             ";4;H;"PUR SANG";10;1;3;24400,00;9880,00;34280,00;2440,00;370
"KANDERAS                 ";5;H;"PUR SANG";12;1;7;24350,00;0,00;24350,00;2029,17;325
"WATCH HIM                ";3;M;"PUR SANG";6;1;5;24300,00;13120,00;37420,00;4050,00;400
"LOVE AFFAIR              ";3;F;"PUR SANG";13;0;11;24290,00;13116,00;37406,00;1868,46;305
"SUPER BELLE              ";3;F;"PUR SANG";10;2;6;24280,00;13111,00;37391,00;2428,00;335
"CORDEY ROSE              ";5;F;"PUR SANG";7;3;1;24250,00;7897,00;32147,00;3464,29;340
"BLU NAVY SEAL            ";6;M;"PUR SANG";10;2;3;24250,00;0,00;24250,00;2425,00;375
"DREAM LIFE               ";5;F;"PUR SANG";14;1;8;24250,00;9820,00;34070,00;1732,14;315
"GREAT DREAM              ";7;H;"PUR SANG";20;1;10;24250,00;7635,00;31885,00;1212,50;255
"LA VENELLOISE            ";4;F;"PUR SANG";19;0;13;24250,00;9819,00;34069,00;1276,32;205
"EASTER                   ";3;M;"PUR SANG";5;0;4;24230,00;13084,00;37314,00;4846,00;460
"JACK O'BOY               ";4;H;"PUR SANG";9;2;1;24200,00;9800,00;34000,00;2688,89;320
"WE LOVE DAISY            ";3;F;"PUR SANG";8;2;3;24200,00;13068,00;37268,00;3025,00;365
"BLACK HAWK               ";3;M;"PUR SANG";7;1;5;24200,00;13068,00;37268,00;3457,14;360
"TRANSCENDENTAL           ";3;F;"PUR SANG";6;1;4;24180,00;13056,00;37236,00;4030,00;410
"COLE CHOP                ";3;M;"PUR SANG";13;2;8;24170,00;13050,00;37220,00;1859,23;345
"BUTI                     ";4;H;"PUR SANG";12;1;6;24100,00;9759,00;33859,00;2008,33;270
"BOKEN                    ";4;H;"PUR SANG";11;1;5;24100,00;9760,00;33860,00;2190,91;315
"CURARO LIGHT             ";2;F;"PUR SANG";7;1;5;24100,00;15181,00;39281,00;3442,86;400
"SALERNO                  ";8;H;"PUR SANG";10;0;10;24100,00;7589,00;31689,00;2410,00;180
"WILKIE                   ";3;H;"PUR SANG";4;1;3;24070,00;0,00;24070,00;6017,50;430
"CITY ROCK                ";3;F;"PUR SANG";13;4;4;24050,00;10962,00;35012,00;1850,00;270
"ROCK OF NORMANDIE        ";5;H;"PUR SANG";9;3;3;24050,00;9739,00;33789,00;2672,22;205
"KILLING ZOE              ";4;F;"PUR SANG";19;1;9;24025,00;9536,00;33561,00;1264,47;210
"MISTER CHARLIE           ";5;M;"PUR SANG";11;1;5;24020,00;9726,00;33746,00;2183,64;335
"SOWGAY                   ";7;H;"PUR SANG";15;3;1;24000,00;7559,00;31559,00;1600,00;215
"BELLANODINE              ";4;F;"PUR SANG";5;3;2;24000,00;9718,00;33718,00;4800,00;390
"DREAM IN NORMANDY        ";5;H;"PUR SANG";13;3;3;24000,00;9719,00;33719,00;1846,15;225
"ORIENTAL MYSTIQUE        ";4;F;"PUR SANG";1;1;0;24000,00;0,00;24000,00;24000,00;450
"PREMIER AVRIL            ";9;H;"PUR SANG";23;1;11;24000,00;7558,00;31558,00;1043,48;175
"VAZIR                    ";3;M;"PUR SANG";5;1;4;23950,00;12933,00;36883,00;4790,00;405
"CASTLE                   ";4;H;"PUR SANG";4;2;2;23900,00;9679,00;33579,00;5975,00;440
"LA BRUXELLOISE           ";3;F;"PUR SANG";10;1;7;23900,00;12906,00;36806,00;2390,00;325
"AMERICAN BRIDGE          ";4;F;"PUR SANG";3;1;2;23900,00;9679,00;33579,00;7966,67;470
"MASTERBOY                ";3;H;"PUR SANG";4;2;1;23850,00;12879,00;36729,00;5962,50;355
"BY MY SIDE               ";4;F;"PUR SANG";7;1;4;23840,00;9654,00;33494,00;3405,71;350
"ICEMOON DE BOZOULS       ";3;F;"PUR SANG";9;1;7;23820,00;12862,00;36682,00;2646,67;355
"YMOHTEP                  ";5;H;"PUR SANG";7;2;3;23800,00;9639,00;33439,00;3400,00;360
"IZANA BERE               ";3;F;"PUR SANG";11;2;8;23800,00;8829,00;32629,00;2163,64;280
"PLENTY CITY              ";6;H;"PUR SANG";11;1;5;23800,00;7495,00;31295,00;2163,64;245
"MAGIC EDOUARD            ";3;M;"PUR SANG";13;2;3;23740,00;9984,00;33724,00;1826,15;300
"VISIR IZNOGUD            ";4;M;"PUR SANG";7;2;3;23720,00;9605,00;33325,00;3388,57;400
"MAINSAIL ATLANTIC        ";6;H;"PUR SANG";12;5;2;23700,00;0,00;23700,00;1975,00;240
"LADY ARKADINA            ";5;F;"PUR SANG";22;2;6;23700,00;9598,00;33298,00;1077,27;255
"JUSKA                    ";2;F;"PUR SANG";5;2;1;23700,00;14931,00;38631,00;4740,00;390
"GREAT CHIEF              ";2;F;"PUR SANG";5;2;2;23700,00;14930,00;38630,00;4740,00;380
"TWIN BOY                 ";3;H;"PUR SANG";12;0;9;23700,00;12798,00;36498,00;1975,00;310
"MON VIEUX LEON           ";3;M;"PUR SANG";9;0;8;23650,00;12771,00;36421,00;2627,78;345
"COLLINGHAM               ";3;H;"PUR SANG";9;2;3;23640,00;0,00;23640,00;2626,67;330
"EDITED                   ";4;H;"PUR SANG";11;2;5;23620,00;0,00;23620,00;2147,27;320
"LA BAROCHE               ";2;F;"PUR SANG";8;1;6;23600,00;14867,00;38467,00;2950,00;340
"INNOVATOR                ";3;H;"PUR SANG";10;0;7;23600,00;0,00;23600,00;2360,00;350
"AL WAKRAH                ";2;F;"PUR SANG";5;2;1;23580,00;14855,00;38435,00;4716,00;415
"LOU BALICOT              ";3;F;"PUR SANG";9;1;6;23570,00;12727,00;36297,00;2618,89;310
"MELLOW                   ";3;F;"PUR SANG";7;1;4;23550,00;12717,00;36267,00;3364,29;350
"DAKINI                   ";3;F;"PUR SANG";6;2;3;23510,00;0,00;23510,00;3918,33;400
"HYPNOTIZED               ";2;F;"PUR SANG";9;0;8;23510,00;14808,00;38318,00;2612,22;340
"COTE JARDIN              ";4;M;"PUR SANG";6;3;2;23500,00;9517,00;33017,00;3916,67;365
"PLAYA PARADISO           ";5;F;"PUR SANG";10;2;3;23500,00;9516,00;33016,00;2350,00;300
"AGAPI MIA                ";5;F;"PUR SANG";6;1;4;23500,00;9515,00;33015,00;3916,67;350
"SAAM                     ";5;H;"PUR SANG";8;1;3;23500,00;9517,00;33017,00;2937,50;365
"GOT BRIGHT               ";3;M;"PUR SANG";6;2;4;23480,00;12679,00;36159,00;3913,33;405
"DUBAI EMPIRE             ";6;H;"PUR SANG";14;2;5;23450,00;7385,00;30835,00;1675,00;275
"SI J'AILELA              ";3;F;"PUR SANG";8;2;3;23420,00;12646,00;36066,00;2927,50;340
"KHARSANG                 ";3;F;"PUR SANG";4;2;1;23400,00;0,00;23400,00;5850,00;330
"REBEL QUEEN              ";6;F;"PUR SANG";12;1;7;23400,00;7371,00;30771,00;1950,00;230
"LIGHT THE FUSE           ";4;H;"PUR SANG";14;1;8;23400,00;0,00;23400,00;1671,43;250
"STROMBOLI                ";6;H;"PUR SANG";21;2;7;23350,00;7354,00;30704,00;1111,90;275
"BALGEES TIME             ";5;F;"PUR SANG";16;3;9;23300,00;8744,00;32044,00;1456,25;240
"KANO KEFI                ";7;H;"PUR SANG";5;2;1;23300,00;7339,00;30639,00;4660,00;390
"KYRA                     ";4;F;"PUR SANG";10;2;3;23300,00;9436,00;32736,00;2330,00;360
"HOPEFUL MELODY           ";2;F;"PUR SANG";5;1;4;23300,00;0,00;23300,00;4660,00;375
"PEACEFUL CITY            ";6;F;"PUR SANG";12;2;4;23250,00;7322,00;30572,00;1937,50;300
"PERFECT ROSE             ";5;F;"PUR SANG";16;2;6;23250,00;9414,00;32664,00;1453,13;265
"VAUCELLES                ";4;F;"PUR SANG";2;0;2;23250,00;9416,00;32666,00;11625,00;460
"MEISHO FELICITY          ";7;F;"PUR SANG";8;1;4;23245,00;7319,00;30564,00;2905,63;295
"AZULENE                  ";3;M;"PUR SANG";6;1;5;23210,00;12532,00;35742,00;3868,33;385
"DESERT HEIGHTS           ";7;H;"PUR SANG";7;2;3;23200,00;0,00;23200,00;3314,29;305
"AMOURDARGENT             ";3;F;"PUR SANG";6;2;1;23200,00;12528,00;35728,00;3866,67;345
"JUSTUS                   ";3;M;"PUR SANG";4;1;3;23200,00;0,00;23200,00;5800,00;390
"LAVINIA ROSE             ";8;F;"PUR SANG";13;1;8;23200,00;0,00;23200,00;1784,62;255
"FARZANEH                 ";3;F;"PUR SANG";3;1;1;23150,00;12501,00;35651,00;7716,67;365
"PICNIC ROYAL             ";5;H;"PUR SANG";12;0;8;23125,00;9364,00;32489,00;1927,08;340
"KATUCHA                  ";3;F;"PUR SANG";8;1;5;23110,00;12479,00;35589,00;2888,75;300
"SUGAR POUT               ";3;F;"PUR SANG";4;1;3;23100,00;0,00;23100,00;5775,00;365
"WEDDELL SEA              ";3;H;"PUR SANG";7;0;5;23100,00;0,00;23100,00;3300,00;360
"INVINCIBLE IBRA          ";3;M;"PUR SANG";9;1;6;23090,00;0,00;23090,00;2565,56;315
"ART COLLECTION           ";8;H;"PUR SANG";14;2;6;23070,00;7265,00;30335,00;1647,86;330
"FIRST CREATION           ";3;M;"PUR SANG";12;1;6;23070,00;12457,00;35527,00;1922,50;330
"GOLDISTYLE               ";3;F;"PUR SANG";4;1;2;23050,00;12447,00;35497,00;5762,50;430
"SAN SALVADOR             ";8;H;"PUR SANG";7;1;4;23020,00;0,00;23020,00;3288,57;370
"DICTION                  ";3;F;"PUR SANG";8;1;5;23020,00;12430,00;35450,00;2877,50;350
"WOOKIE                   ";5;H;"PUR SANG";9;1;6;23010,00;9318,00;32328,00;2556,67;370
"HEAVEN FORFEND           ";4;H;"PUR SANG";2;2;0;23000,00;0,00;23000,00;11500,00;
"WOFF                     ";3;M;"PUR SANG";5;1;4;23000,00;12420,00;35420,00;4600,00;380
"KOURKAR                  ";7;H;"PUR SANG";6;1;3;23000,00;7244,00;30244,00;3833,33;345
"HENOUVILLE               ";3;F;"PUR SANG";7;1;6;22990,00;12413,00;35403,00;3284,29;340
"CAESARS PALACE           ";3;H;"PUR SANG";6;1;4;22980,00;12409,00;35389,00;3830,00;360
"KATHALINA                ";2;F;"PUR SANG";10;3;4;22950,00;14456,00;37406,00;2295,00;320
"STANDBY FOR CHAOS        ";3;F;"PUR SANG";10;2;3;22950,00;12393,00;35343,00;2295,00;345
"OZAN                     ";3;M;"PUR SANG";7;1;5;22940,00;12386,00;35326,00;3277,14;385
"KATUBA                   ";2;F;"PUR SANG";7;1;4;22920,00;14439,00;37359,00;3274,29;340
"VENERE                   ";5;F;"PUR SANG";9;2;4;22900,00;9274,00;32174,00;2544,44;330
"CONVICTED                ";9;H;"PUR SANG";11;1;7;22900,00;6740,00;29640,00;2081,82;275
"DARON                    ";4;H;"PUR SANG";8;1;3;22900,00;0,00;22900,00;2862,50;325
"MEJAEN                   ";9;H;"PUR SANG";20;1;10;22900,00;7211,00;30111,00;1145,00;230
"ALULA BOREALIS           ";3;F;"PUR SANG";3;1;2;22900,00;12366,00;35266,00;7633,33;450
"PINK CITY                ";2;F;"PUR SANG";7;1;3;22860,00;11377,00;34237,00;3265,71;375
"AGARTHA                  ";2;F;"PUR SANG";1;0;1;22840,00;0,00;22840,00;22840,00;495
"ACE CARD                 ";3;M;"PUR SANG";5;1;2;22820,00;0,00;22820,00;4564,00;385
"MADE TO LEAD             ";6;F;"PUR SANG";9;2;4;22800,00;7181,00;29981,00;2533,33;310
"ROUGE A SANG             ";8;H;"PUR SANG";4;2;2;22800,00;7164,00;29964,00;5700,00;205
"MERRY PICNIC             ";4;M;"PUR SANG";7;2;2;22800,00;9233,00;32033,00;3257,14;350
"LADY LAURA               ";3;F;"PUR SANG";5;1;2;22800,00;10260,00;33060,00;4560,00;420
"SERIDO                   ";3;H;"PUR SANG";5;1;2;22800,00;0,00;22800,00;4560,00;390
"RUBAUD                   ";3;H;"PUR SANG";6;1;3;22800,00;12312,00;35112,00;3800,00;445
"JUAN SEGUIN              ";3;H;"PUR SANG";6;2;3;22770,00;0,00;22770,00;3795,00;390
"AKUA'BELLA               ";3;F;"PUR SANG";4;1;3;22770,00;0,00;22770,00;5692,50;390
"AMOUR NOCTURNE           ";4;F;"PUR SANG";10;2;1;22750,00;9212,00;31962,00;2275,00;320
"GET SET                  ";4;H;"PUR SANG";14;2;3;22750,00;9212,00;31962,00;1625,00;310
"GO FAST TRAOU LAND       ";3;M;"PUR SANG";5;1;3;22750,00;12285,00;35035,00;4550,00;405
"TRES VALENTINE           ";4;F;"PUR SANG";5;0;4;22720,00;9201,00;31921,00;4544,00;440
"RONCHEROLLES             ";3;F;"PUR SANG";10;4;3;22700,00;12258,00;34958,00;2270,00;300
"ASANDROS                 ";5;M;"PUR SANG";12;2;6;22700,00;9192,00;31892,00;1891,67;255
"SARDASHT                 ";3;H;"PUR SANG";9;1;7;22700,00;8559,00;31259,00;2522,22;320
"BASSETTE                 ";4;F;"PUR SANG";12;1;7;22700,00;9189,00;31889,00;1891,67;300
"TOPINAMBUR               ";4;H;"PUR SANG";10;3;2;22675,00;9183,00;31858,00;2267,50;295
"FIRST DREM               ";3;F;"PUR SANG";10;2;5;22650,00;12231,00;34881,00;2265,00;310
"CHIC CHERIE              ";3;F;"PUR SANG";5;2;2;22650,00;12231,00;34881,00;4530,00;390
"GOLD                     ";3;M;"PUR SANG";6;1;4;22630,00;12219,00;34849,00;3771,67;390
"RIQUET                   ";6;M;"PUR SANG";22;0;12;22630,00;7127,00;29757,00;1028,64;205
"SPIRIT OF DANCE          ";5;H;"PUR SANG";15;2;7;22625,00;6730,00;29355,00;1508,33;250
"MASSA CHOP               ";2;H;"PUR SANG";6;1;5;22620,00;14250,00;36870,00;3770,00;380
"HUNTBA                   ";3;M;"PUR SANG";8;2;4;22600,00;12204,00;34804,00;2825,00;300
"DIEPPE                   ";2;F;"PUR SANG";5;1;4;22580,00;14224,00;36804,00;4516,00;390
"PRINCE DECALAS           ";5;H;"PUR SANG";17;2;6;22575,00;8565,00;31140,00;1327,94;225
"JOHEN                    ";2;H;"PUR SANG";7;1;6;22560,00;14211,00;36771,00;3222,86;390
"HOT SUMMER               ";5;H;"PUR SANG";9;2;4;22550,00;9131,00;31681,00;2505,56;300
"RUE JONAS                ";3;F;"PUR SANG";11;2;5;22540,00;11307,00;33847,00;2049,09;305
"MY CHARMING PRINCE       ";4;M;"PUR SANG";10;0;8;22540,00;9128,00;31668,00;2254,00;400
"NIPPER                   ";3;H;"PUR SANG";12;1;5;22530,00;12165,00;34695,00;1877,50;275
"MISS FEYA                ";4;F;"PUR SANG";13;3;3;22500,00;9111,00;31611,00;1730,77;270
"CHOCO CHARLY             ";3;M;"PUR SANG";2;2;0;22500,00;12150,00;34650,00;11250,00;400
"BLUSHING                 ";2;F;"PUR SANG";2;2;0;22500,00;14175,00;36675,00;11250,00;
"DONNA ANNA               ";3;F;"PUR SANG";3;2;0;22500,00;12150,00;34650,00;7500,00;410
"ELYSTED                  ";2;F;"PUR SANG";5;2;0;22500,00;14175,00;36675,00;4500,00;370
"BATZ                     ";2;F;"PUR SANG";2;2;0;22500,00;0,00;22500,00;11250,00;
"LETTYT STORM             ";7;H;"PUR SANG";7;1;4;22500,00;7087,00;29587,00;3214,29;350
"NEW CHANCE               ";3;H;"PUR SANG";4;1;3;22500,00;12150,00;34650,00;5625,00;410
"PARIGI                   ";3;H;"PUR SANG";4;1;2;22500,00;12150,00;34650,00;5625,00;360
"ASHEN                    ";3;F;"PUR SANG";9;1;5;22450,00;12123,00;34573,00;2494,44;310
"YSSINGEAUX               ";5;H;"PUR SANG";8;1;5;22450,00;9090,00;31540,00;2806,25;355
"JENUFA                   ";4;F;"PUR SANG";7;3;4;22440,00;9087,00;31527,00;3205,71;700
"BAYOUN                   ";8;H;"PUR SANG";4;1;3;22400,00;7055,00;29455,00;5600,00;395
"AERION                   ";5;H;"PUR SANG";11;0;10;22400,00;0,00;22400,00;2036,36;305
"CLOUD EIGHT              ";6;H;"PUR SANG";13;0;9;22400,00;0,00;22400,00;1723,08;230
"VOLER DE NUIT            ";3;F;"PUR SANG";10;2;4;22350,00;12069,00;34419,00;2235,00;310
"SCILIAR                  ";3;H;"PUR SANG";12;1;6;22350,00;0,00;22350,00;1862,50;300
"BOKRA FIL MISHMISH       ";7;F;"PUR SANG";12;2;9;22335,00;6032,00;28367,00;1861,25;205
"ROMANTIC SONG            ";3;F;"PUR SANG";5;2;2;22330,00;0,00;22330,00;4466,00;410
"RUE DES IRLANDAIS        ";3;F;"PUR SANG";4;2;2;22320,00;0,00;22320,00;5580,00;385
"MENSEN ERNST             ";4;H;"PUR SANG";6;5;1;22300,00;7206,00;29506,00;3716,67;460
"ENEMY                    ";4;H;"PUR SANG";5;1;4;22280,00;9021,00;31301,00;4456,00;430
"JOAN JET                 ";6;F;"PUR SANG";12;2;4;22275,00;7015,00;29290,00;1856,25;245
"BALEGRIO                 ";3;M;"PUR SANG";8;2;5;22275,00;11758,00;34033,00;2784,38;330
"FAI FAI                  ";2;M;"PUR SANG";3;1;2;22260,00;14023,00;36283,00;7420,00;415
"ONEONECHOP               ";3;M;"PUR SANG";7;2;5;22250,00;12015,00;34265,00;3178,57;360
"ROCHELAISE               ";3;F;"PUR SANG";10;1;5;22250,00;12015,00;34265,00;2225,00;330
"STARDEVOTE               ";3;F;"PUR SANG";7;1;2;22250,00;0,00;22250,00;3178,57;410
"ASPIRANTE                ";3;F;"PUR SANG";4;1;1;22250,00;12015,00;34265,00;5562,50;400
"FRENCH DIVA              ";6;F;"PUR SANG";6;2;2;22220,00;6998,00;29218,00;3703,33;355
"LAUENEN                  ";4;H;"PUR SANG";11;4;4;22200,00;8462,00;30662,00;2018,18;295
"AYANA                    ";5;F;"PUR SANG";16;2;5;22200,00;8990,00;31190,00;1387,50;215
"MR RIEM                  ";3;H;"PUR SANG";6;1;4;22200,00;11988,00;34188,00;3700,00;325
"ON THE SEA               ";7;H;"PUR SANG";14;0;9;22200,00;0,00;22200,00;1585,71;320
"PINK INTELLECTUAL        ";3;F;"PUR SANG";6;1;5;22170,00;11971,00;34141,00;3695,00;365
"SEVILLANA                ";3;F;"PUR SANG";6;1;5;22150,00;0,00;22150,00;3691,67;295
"GREY SENSATION           ";9;H;"PUR SANG";16;0;12;22125,00;0,00;22125,00;1382,81;170
"HERODION                 ";5;H;"PUR SANG";10;2;2;22100,00;8949,00;31049,00;2210,00;290
"ON THE EDGE              ";5;F;"PUR SANG";8;2;2;22100,00;8950,00;31050,00;2762,50;300
"JAIDEN CAUVELLIERE       ";2;F;"PUR SANG";6;2;2;22100,00;13923,00;36023,00;3683,33;335
"SEA WINGS                ";5;H;"PUR SANG";11;1;5;22100,00;0,00;22100,00;2009,09;300
"MOLINO                   ";4;M;"PUR SANG";17;1;9;22075,00;8938,00;31013,00;1298,53;255
"HONNEUR'S LODESTAR       ";2;H;"PUR SANG";7;0;7;22060,00;13896,00;35956,00;3151,43;370
"SUPER CUTE               ";3;F;"PUR SANG";10;1;6;22040,00;11901,00;33941,00;2204,00;345
"YANKEE DREAM             ";2;M;"PUR SANG";3;1;2;22040,00;0,00;22040,00;7346,67;390
"THE FUNK BIBLE           ";4;H;"PUR SANG";11;2;4;22000,00;8909,00;30909,00;2000,00;295
"GALACTICA                ";3;F;"PUR SANG";4;1;3;22000,00;11880,00;33880,00;5500,00;375
"PORT ETIENNE             ";4;H;"PUR SANG";4;0;4;22000,00;8910,00;30910,00;5500,00;440
"HARRY'S PRINCESS         ";4;F;"PUR SANG";7;4;3;21960,00;8893,00;30853,00;3137,14;685
"ZORPEN                   ";6;H;"PUR SANG";8;2;4;21950,00;6913,00;28863,00;2743,75;270
"CHIEF MAMBO              ";5;H;"PUR SANG";5;1;3;21950,00;8888,00;30838,00;4390,00;350
"CHICA ENERGICA           ";3;F;"PUR SANG";9;1;5;21940,00;0,00;21940,00;2437,78;345
"ZINZICHERA               ";9;F;"PUR SANG";15;1;10;21925,00;6755,00;28680,00;1461,67;205
"THEOCHOP                 ";5;H;"PUR SANG";6;3;3;21900,00;8869,00;30769,00;3650,00;325
"RIBOT DREAM              ";8;H;"PUR SANG";18;2;4;21900,00;6898,00;28798,00;1216,67;240
"HEPZIBAH                 ";3;F;"PUR SANG";4;2;1;21900,00;11826,00;33726,00;5475,00;325
"EUSTACHE                 ";3;M;"PUR SANG";9;1;5;21900,00;11826,00;33726,00;2433,33;325
"TALAP                    ";4;H;"PUR SANG";11;0;6;21870,00;0,00;21870,00;1988,18;350
"CRAPS                    ";3;M;"PUR SANG";6;1;4;21850,00;11799,00;33649,00;3641,67;390
"DELAYNE                  ";3;H;"PUR SANG";7;1;4;21850,00;11799,00;33649,00;3121,43;305
"MILLTOP                  ";5;H;"PUR SANG";9;0;7;21850,00;8849,00;30699,00;2427,78;340
"GRAIGNES                 ";5;H;"PUR SANG";9;2;5;21820,00;8834,00;30654,00;2424,44;375
"BLACK WIDOW              ";5;F;"PUR SANG";11;2;3;21800,00;8828,00;30628,00;1981,82;305
"TOP BY COCOONING         ";8;H;"PUR SANG";10;1;7;21800,00;6866,00;28666,00;2180,00;325
"BELHARRA                 ";3;F;"PUR SANG";6;1;4;21780,00;11760,00;33540,00;3630,00;395
"MISS MARPLE              ";4;F;"PUR SANG";7;2;4;21750,00;8806,00;30556,00;3107,14;310
"CASSIOPEA                ";3;F;"PUR SANG";6;1;2;21750,00;11745,00;33495,00;3625,00;375
"MARTIN'S JUSIS           ";3;M;"PUR SANG";14;1;7;21750,00;11745,00;33495,00;1553,57;305
"KING MOTIF               ";3;H;"PUR SANG";9;1;5;21750,00;11745,00;33495,00;2416,67;350
"VABELLINO SUCCES         ";6;H;"PUR SANG";12;2;7;21735,00;5348,00;27083,00;1811,25;235
"PIC SYLVER               ";3;H;"PUR SANG";12;2;4;21700,00;11718,00;33418,00;1808,33;305
"OK BOOMER                ";3;F;"PUR SANG";8;2;1;21700,00;11718,00;33418,00;2712,50;345
"ISLE OF MAY              ";3;F;"PUR SANG";4;0;2;21700,00;0,00;21700,00;5425,00;465
"BRANDO                   ";9;H;"PUR SANG";1;0;1;21698,00;0,00;21698,00;21698,00;505
"ZHIVAGO                  ";3;M;"PUR SANG";10;2;3;21690,00;11712,00;33402,00;2169,00;325
"PIKES PEAK               ";6;F;"PUR SANG";11;1;4;21625,00;6810,00;28435,00;1965,91;295
"SARANAC                  ";3;M;"PUR SANG";4;2;1;21620,00;6544,00;28164,00;5405,00;390
"LONGROY                  ";7;H;"PUR SANG";15;2;4;21600,00;6804,00;28404,00;1440,00;195
"SILVER SILENT            ";4;F;"PUR SANG";9;2;3;21600,00;8748,00;30348,00;2400,00;280
"SAN CRISTOBAL            ";3;M;"PUR SANG";3;1;2;21600,00;11664,00;33264,00;7200,00;395
"CALLIOPE                 ";3;F;"PUR SANG";8;1;4;21600,00;11664,00;33264,00;2700,00;365
"CONDRIEU                 ";2;M;"PUR SANG";5;1;3;21600,00;13607,00;35207,00;4320,00;395
"BONARDA                  ";5;F;"PUR SANG";10;1;5;21560,00;8731,00;30291,00;2156,00;350
"COME SAY HI              ";5;H;"PUR SANG";8;1;3;21550,00;0,00;21550,00;2693,75;360
"NEZ AU VENT              ";4;F;"PUR SANG";6;1;4;21550,00;8726,00;30276,00;3591,67;360
"ATSANA                   ";3;F;"PUR SANG";6;1;4;21520,00;11620,00;33140,00;3586,67;380
"UNAMUNO                  ";5;H;"PUR SANG";6;1;4;21500,00;0,00;21500,00;3583,33;320
"DIAMANTIS                ";3;M;"PUR SANG";3;1;1;21500,00;0,00;21500,00;7166,67;440
"SHUT DOWN                ";4;H;"PUR SANG";8;0;6;21500,00;8706,00;30206,00;2687,50;340
"MARIE DE VEGA            ";3;F;"PUR SANG";7;1;6;21450,00;0,00;21450,00;3064,29;320
"SAPONARO                 ";3;H;"PUR SANG";6;1;3;21420,00;11566,00;32986,00;3570,00;390
"WETROV                   ";6;H;"PUR SANG";8;4;2;21400,00;5322,00;26722,00;2675,00;300
"HOLBOX                   ";5;H;"PUR SANG";9;2;2;21400,00;8667,00;30067,00;2377,78;300
"LE SOLAIRE               ";4;M;"PUR SANG";12;2;3;21400,00;0,00;21400,00;1783,33;315
"L'ABSOLUE                ";4;F;"PUR SANG";4;1;2;21400,00;0,00;21400,00;5350,00;435
"GOLD SADDLE              ";3;H;"PUR SANG";9;1;5;21400,00;0,00;21400,00;2377,78;290
"BARRUA                   ";2;F;"PUR SANG";6;1;5;21390,00;13474,00;34864,00;3565,00;370
"ULTRA VIOLET             ";3;H;"PUR SANG";4;2;2;21350,00;0,00;21350,00;5337,50;350
"MISSY CHOPE              ";3;F;"PUR SANG";13;2;7;21350,00;11326,00;32676,00;1642,31;290
"INCA MAN                 ";4;H;"PUR SANG";4;1;2;21350,00;8646,00;29996,00;5337,50;370
"PEDRO THE FIRST          ";6;H;"PUR SANG";10;1;7;21350,00;6724,00;28074,00;2135,00;310
"WALDBIENE                ";3;F;"PUR SANG";3;1;2;21340,00;11522,00;32862,00;7113,33;390
"DANN                     ";6;H;"PUR SANG";14;2;2;21300,00;6709,00;28009,00;1521,43;290
"ONE MORE LIGHT           ";3;F;"PUR SANG";6;1;4;21300,00;11502,00;32802,00;3550,00;335
"SINILGA                  ";4;F;"PUR SANG";9;1;5;21260,00;8609,00;29869,00;2362,22;375
"WILDFEDER                ";3;F;"PUR SANG";7;1;5;21250,00;0,00;21250,00;3035,71;390
"POET'S BLACK             ";4;H;"PUR SANG";12;1;4;21250,00;8606,00;29856,00;1770,83;335
"PUFF DAKOTA              ";5;H;"PUR SANG";13;1;3;21250,00;8605,00;29855,00;1634,62;265
"WAIPA                    ";3;H;"PUR SANG";7;1;4;21220,00;11458,00;32678,00;3031,43;345
"AMERICAN SAINT           ";6;H;"PUR SANG";5;2;1;21200,00;6299,00;27499,00;4240,00;280
"KOKKINOLAIMIS            ";6;H;"PUR SANG";8;2;3;21200,00;0,00;21200,00;2650,00;335
"TOP MAX                  ";5;H;"PUR SANG";3;0;3;21200,00;8586,00;29786,00;7066,67;460
"DHEVANAFUSHI             ";8;H;"PUR SANG";10;0;6;21200,00;6677,00;27877,00;2120,00;325
