Cheval;Âge;Sexe;Race;Courses;Victoires;Places;"Allocation tot.";"Prime Prop.";"Alloc. + Prime Prop.";"Gain moyen";Valeur
"GOLDEN D'ANJOU           ";5;F;"CHEVAL AUTRE QUE PUR SANG";2;1;0;5760,00;0,00;5760,00;2880,00;560
"GRANIT DE THAIX          ";5;H;"PUR SANG";2;1;0;5760,00;0,00;5760,00;2880,00;550
"GOOD FEVER               ";6;H;"PUR SANG";1;1;0;5760,00;0,00;5760,00;5760,00;560
"KENZO                    ";9;H;"PUR SANG";1;1;0;5760,00;0,00;5760,00;5760,00;480
"THE CORE                 ";4;F;"PUR SANG";1;1;0;5760,00;0,00;5760,00;5760,00;550
"HARMONY RODINO           ";4;F;"CHEVAL AUTRE QUE PUR SANG";1;1;0;5760,00;0,00;5760,00;5760,00;
"FIRST COKO               ";6;H;"CHEVAL AUTRE QUE PUR SANG";2;1;0;5760,00;0,00;5760,00;2880,00;
"EDOUARD                  ";7;H;"CHEVAL AUTRE QUE PUR SANG";1;1;0;5760,00;0,00;5760,00;5760,00;
"ELITE D'ESTRUVAL         ";7;F;"CHEVAL AUTRE QUE PUR SANG";2;0;2;5760,00;0,00;5760,00;2880,00;545
"SAVOYARD                 ";8;H;"PUR SANG";3;0;1;5760,00;0,00;5760,00;1920,00;565
"GENEVRAIE                ";5;F;"PUR SANG";4;0;3;5750,00;0,00;5750,00;1437,50;545
"FADDEX                   ";6;H;"CHEVAL AUTRE QUE PUR SANG";7;0;5;5640,00;0,00;5640,00;805,71;
"DERBY PLUS               ";8;H;"CHEVAL AUTRE QUE PUR SANG";3;0;3;5590,00;0,00;5590,00;1863,33;
"GREAM ROCHELAISE         ";5;F;"CHEVAL AUTRE QUE PUR SANG";2;0;2;5550,00;0,00;5550,00;2775,00;
"BLEKOVA                  ";5;F;"PUR SANG";2;0;2;5550,00;0,00;5550,00;2775,00;570
"LUTIN D'AUDOUVILLE       ";8;H;"PUR SANG";3;0;2;5550,00;0,00;5550,00;1850,00;
"BRILLON DU FOUQUET       ";4;H;"PUR SANG";2;0;1;5520,00;0,00;5520,00;2760,00;545
"GAYLORD DELAFAYETE       ";5;H;"CHEVAL AUTRE QUE PUR SANG";9;0;3;5510,00;0,00;5510,00;612,22;480
"IAMASTAR                 ";3;H;"CHEVAL AUTRE QUE PUR SANG";2;0;2;5505,00;0,00;5505,00;2752,50;635
"GOLDY DU BREUIL          ";5;F;"CHEVAL AUTRE QUE PUR SANG";4;0;3;5495,00;0,00;5495,00;1373,75;
"EUROPEAN BLUE            ";6;H;"PUR SANG";3;0;3;5480,00;0,00;5480,00;1826,67;490
"HISTOIRE DE REVE         ";4;F;"CHEVAL AUTRE QUE PUR SANG";4;0;2;5470,00;0,00;5470,00;1367,50;560
"SOLINGEN                 ";4;F;"PUR SANG";4;0;3;5450,00;0,00;5450,00;1362,50;510
"THITUS                   ";4;H;"PUR SANG";5;0;3;5385,00;0,00;5385,00;1077,00;515
"OSAXA                    ";6;F;"PUR SANG";6;0;3;5370,00;0,00;5370,00;895,00;470
"DEESSE MOME              ";8;F;"CHEVAL AUTRE QUE PUR SANG";5;0;3;5370,00;0,00;5370,00;1074,00;470
"COEURQUIVALSE            ";4;F;"PUR SANG";4;0;3;5360,00;0,00;5360,00;1340,00;530
"ESPION DE VINDECY        ";5;H;"PUR SANG";8;0;4;5355,00;0,00;5355,00;669,38;490
"EVERSMILE                ";4;F;"PUR SANG";2;1;1;5250,00;0,00;5250,00;2625,00;550
"GOLGOTA                  ";5;F;"CHEVAL AUTRE QUE PUR SANG";6;0;4;5240,00;0,00;5240,00;873,33;510
"ALABAMA LOUNAI           ";11;H;"CHEVAL AUTRE QUE PUR SANG";4;0;3;5225,00;0,00;5225,00;1306,25;
"GANG GANG                ";5;H;"CHEVAL AUTRE QUE PUR SANG";8;0;4;5225,00;0,00;5225,00;653,13;460
"DJIN DE LA ROQUE         ";8;H;"PUR SANG";5;0;3;5180,00;0,00;5180,00;1036,00;490
"FUNDY                    ";6;F;"PUR SANG";5;0;3;5145,00;0,00;5145,00;1029,00;540
"TONNERRE DE VIE          ";3;F;"PUR SANG";3;0;2;5120,00;0,00;5120,00;1706,67;550
"FRIENDLY STAR            ";6;H;"CHEVAL AUTRE QUE PUR SANG";2;0;2;5115,00;0,00;5115,00;2557,50;560
"HALCO DE BERSY           ";4;H;"CHEVAL AUTRE QUE PUR SANG";5;0;4;5115,00;0,00;5115,00;1023,00;510
"HALAISIDENUO             ";4;H;"CHEVAL AUTRE QUE PUR SANG";2;0;2;5110,00;0,00;5110,00;2555,00;
"ETINCELLE PRAIRIE AA     ";7;F;"*ANGLO-ARABE COMPLEMENT*";4;0;2;5090,00;0,00;5090,00;1272,50;
"KERLAZ                   ";4;H;"PUR SANG";2;0;2;5080,00;0,00;5080,00;2540,00;570
"ENJEU D'ARTHEL           ";7;H;"CHEVAL AUTRE QUE PUR SANG";1;0;1;5075,00;0,00;5075,00;5075,00;660
"TRANQUILIZED             ";4;H;"PUR SANG";5;0;5;5070,00;0,00;5070,00;1014,00;520
"A CORPS PERDU            ";6;H;"PUR SANG";6;0;3;5060,00;0,00;5060,00;843,33;
"IL RIDOTO                ";4;H;"PUR SANG";2;0;1;5060,00;0,00;5060,00;2530,00;640
"EXIMIA                   ";4;F;"PUR SANG";2;0;1;5060,00;0,00;5060,00;2530,00;535
"DON CORLEONE             ";9;H;ANGLO-ARABE;6;0;1;5040,00;0,00;5040,00;840,00;475
"FOGO DE CHAO             ";6;H;"CHEVAL AUTRE QUE PUR SANG";2;0;1;5040,00;0,00;5040,00;2520,00;590
"SAINT CHELY              ";5;H;"PUR SANG";2;0;1;5040,00;0,00;5040,00;2520,00;590
"GANGSTER DE CODDES       ";5;H;"CHEVAL AUTRE QUE PUR SANG";1;0;1;5040,00;0,00;5040,00;5040,00;
"YELLOW MELLOW            ";7;F;"PUR SANG";7;0;5;5010,00;0,00;5010,00;715,71;475
"FILOVENT                 ";6;H;"CHEVAL AUTRE QUE PUR SANG";3;0;1;5000,00;0,00;5000,00;1666,67;555
"GINO DES DUNES           ";5;H;"CHEVAL AUTRE QUE PUR SANG";1;0;1;5000,00;0,00;5000,00;5000,00;560
"BON ANJOU                ";10;H;"CHEVAL AUTRE QUE PUR SANG";5;0;4;4985,00;0,00;4985,00;997,00;470
"FEUILLE DE VIGNE         ";6;F;"CHEVAL AUTRE QUE PUR SANG";4;0;2;4980,00;0,00;4980,00;1245,00;470
"LORASON                  ";3;H;"PUR SANG";1;0;1;4950,00;0,00;4950,00;4950,00;
"TASTE OF ROCK            ";7;H;"PUR SANG";3;0;2;4940,00;0,00;4940,00;1646,67;500
"EYES GROOM               ";7;H;"PUR SANG";2;0;1;4940,00;0,00;4940,00;2470,00;560
"DIEGO DES ONGRAIS        ";8;H;"PUR SANG";2;0;2;4940,00;0,00;4940,00;2470,00;
"BLACKFIELD               ";5;F;"PUR SANG";4;0;3;4940,00;0,00;4940,00;1235,00;540
"BILLE POLAIRE            ";10;F;"CHEVAL AUTRE QUE PUR SANG";6;0;3;4940,00;0,00;4940,00;823,33;
"FAUCON DU BOSC           ";6;H;"CHEVAL AUTRE QUE PUR SANG";1;0;1;4940,00;0,00;4940,00;4940,00;605
"SA CARLEX                ";5;F;"PUR SANG";1;0;1;4940,00;0,00;4940,00;4940,00;570
"FAIRY MOON               ";5;F;"PUR SANG";2;0;2;4940,00;0,00;4940,00;2470,00;500
"DAYS DREAM               ";5;F;"PUR SANG";2;0;2;4935,00;0,00;4935,00;2467,50;490
"TURFISTE                 ";6;H;"PUR SANG";4;0;2;4900,00;0,00;4900,00;1225,00;490
"HONNEY MOON              ";4;F;"PUR SANG";3;0;3;4900,00;0,00;4900,00;1633,33;240
"JECEE BEY                ";5;F;"PUR SANG";7;0;5;4900,00;0,00;4900,00;700,00;500
"LE MANOIR                ";5;H;"PUR SANG";4;0;3;4895,00;0,00;4895,00;1223,75;490
"CANTERA                  ";4;F;"PUR SANG";4;0;2;4840,00;0,00;4840,00;1210,00;510
"GUNAR                    ";6;H;"PUR SANG";3;0;1;4840,00;0,00;4840,00;1613,33;500
"PACHAS                   ";4;H;"PUR SANG";5;0;3;4840,00;0,00;4840,00;968,00;510
"GRAND MONSIEUR           ";5;H;"CHEVAL AUTRE QUE PUR SANG";2;0;1;4840,00;0,00;4840,00;2420,00;550
"FITTING BLUE             ";4;H;"PUR SANG";4;0;2;4830,00;0,00;4830,00;1207,50;520
"TETRIS DU MAZET          ";3;H;"PUR SANG";2;0;2;4815,00;0,00;4815,00;2407,50;660
"PORTENTOSO               ";6;H;"PUR SANG";1;1;0;4800,00;0,00;4800,00;4800,00;560
"ARINA DE LA FORET        ";11;F;"CHEVAL AUTRE QUE PUR SANG";2;1;0;4800,00;0,00;4800,00;2400,00;
"MISTRAL DES NOES         ";7;H;"PUR SANG";2;1;0;4800,00;0,00;4800,00;2400,00;520
"LOVE STORY               ";6;F;"PUR SANG";3;1;0;4800,00;0,00;4800,00;1600,00;495
"SPECIAL DU ROCHER        ";6;H;"PUR SANG";3;0;2;4800,00;0,00;4800,00;1600,00;
"DUB STEPS                ";7;F;"PUR SANG";3;0;2;4800,00;0,00;4800,00;1600,00;480
"LE FRANCE AA             ";6;H;"*ANGLO-ARABE COMPLEMENT*";1;0;1;4800,00;0,00;4800,00;4800,00;
"GIGI D'ESTRUVAL          ";5;F;"CHEVAL AUTRE QUE PUR SANG";3;0;2;4800,00;0,00;4800,00;1600,00;515
"DRAGON LANCELOT          ";8;H;"CHEVAL AUTRE QUE PUR SANG";4;0;3;4790,00;0,00;4790,00;1197,50;480
"PORTO ERCOLE             ";4;H;"PUR SANG";4;0;4;4785,00;0,00;4785,00;1196,25;520
"WOMAN DANCER             ";6;F;"PUR SANG";5;0;4;4780,00;0,00;4780,00;956,00;480
"PLOUGALA                 ";12;H;"PUR SANG";2;0;2;4760,00;0,00;4760,00;2380,00;580
"GESKO                    ";5;H;"PUR SANG";4;0;3;4750,00;0,00;4750,00;1187,50;480
"DAUTEUIL PRECIEUX        ";8;H;"CHEVAL AUTRE QUE PUR SANG";2;0;1;4750,00;0,00;4750,00;2375,00;585
"FLAMAND ROSE             ";6;H;"CHEVAL AUTRE QUE PUR SANG";2;0;2;4700,00;0,00;4700,00;2350,00;525
"ETOILE DU BRIZAIS        ";5;F;"PUR SANG";3;0;2;4700,00;0,00;4700,00;1566,67;
"BE STRONG GIRL           ";4;F;"PUR SANG";2;0;2;4695,00;0,00;4695,00;2347,50;
"GALLOX                   ";5;H;"CHEVAL AUTRE QUE PUR SANG";1;0;1;4680,00;0,00;4680,00;4680,00;595
"HYPNOTIK                 ";4;H;"CHEVAL AUTRE QUE PUR SANG";1;0;1;4680,00;0,00;4680,00;4680,00;600
"GLORIAMINH LANLORE AA    ";5;F;"ANGLO-ARABE DE COMPLEMENT";5;0;3;4680,00;0,00;4680,00;936,00;480
"MILOS                    ";4;F;"PUR SANG";1;0;1;4680,00;0,00;4680,00;4680,00;570
"PRINCESSE D'ANGERS       ";5;F;"PUR SANG";2;0;1;4680,00;0,00;4680,00;2340,00;525
"PHILARMONIE              ";4;F;"PUR SANG";4;0;3;4670,00;0,00;4670,00;1167,50;520
"FANA D'OUDAIRIES         ";6;F;"CHEVAL AUTRE QUE PUR SANG";6;0;3;4640,00;0,00;4640,00;773,33;475
"SANS CHOISIR             ";5;H;"PUR SANG";2;0;2;4640,00;0,00;4640,00;2320,00;580
"LE LUDE                  ";5;H;"PUR SANG";1;0;1;4620,00;0,00;4620,00;4620,00;650
"ALWAYS MIST              ";6;H;"PUR SANG";3;0;2;4620,00;0,00;4620,00;1540,00;500
"MON GUILLAUME            ";10;H;"PUR SANG";2;0;2;4620,00;0,00;4620,00;2310,00;515
"FATAL BEAUTY             ";6;F;"PUR SANG";3;0;2;4600,00;0,00;4600,00;1533,33;535
"MANHATTAN GARDEN         ";4;H;"PUR SANG";1;0;1;4600,00;0,00;4600,00;4600,00;570
"SAINT PAIR               ";4;H;"PUR SANG";1;0;1;4600,00;0,00;4600,00;4600,00;
"FALDEX                   ";4;H;"PUR SANG";4;0;3;4595,00;0,00;4595,00;1148,75;545
"OURAGAN INDIEN           ";5;H;"PUR SANG";4;0;3;4565,00;0,00;4565,00;1141,25;470
"REDWILLOW IMPERIAL       ";7;H;"PUR SANG";1;0;1;4560,00;0,00;4560,00;4560,00;600
"TORONTAS                 ";5;H;"PUR SANG";3;0;2;4560,00;0,00;4560,00;1520,00;490
"HARDI PETIT              ";4;H;"PUR SANG";2;0;2;4560,00;0,00;4560,00;2280,00;520
"HIGH FASHION             ";4;F;"CHEVAL AUTRE QUE PUR SANG";4;0;4;4535,00;0,00;4535,00;1133,75;510
"BENEVOLAT                ";10;H;"CHEVAL AUTRE QUE PUR SANG";4;0;2;4535,00;0,00;4535,00;1133,75;470
"CUZCO DE PINGUILY        ";9;H;"PUR SANG";4;0;2;4520,00;0,00;4520,00;1130,00;480
"FEZ                      ";6;F;"CHEVAL AUTRE QUE PUR SANG";6;0;2;4515,00;0,00;4515,00;752,50;500
"RAFFLES NORTH            ";5;H;"PUR SANG";4;0;2;4515,00;0,00;4515,00;1128,75;565
"ENRIQUE ADVENTURE        ";5;H;"PUR SANG";5;0;3;4500,00;0,00;4500,00;900,00;480
"PRIMCO                   ";3;H;"PUR SANG";1;0;1;4480,00;0,00;4480,00;4480,00;590
"SAINT DU BRIZAIS         ";4;H;"PUR SANG";4;0;3;4460,00;0,00;4460,00;1115,00;520
"HAUT DE GAMME            ";4;H;"CHEVAL AUTRE QUE PUR SANG";3;0;3;4425,00;0,00;4425,00;1475,00;540
"EVIDENCE BLEUE           ";7;F;"CHEVAL AUTRE QUE PUR SANG";4;0;2;4400,00;0,00;4400,00;1100,00;470
"PREMIERE DEMANDE         ";4;F;"PUR SANG";4;0;2;4380,00;0,00;4380,00;1095,00;575
"FOU DELICE               ";6;H;"CHEVAL AUTRE QUE PUR SANG";3;0;1;4375,00;0,00;4375,00;1458,33;600
"GRANDEUR NATURE          ";5;H;"PUR SANG";1;0;1;4375,00;0,00;4375,00;4375,00;690
"FURY ROAD                ";4;F;"PUR SANG";3;0;1;4370,00;0,00;4370,00;1456,67;495
"MARK NOVA                ";4;H;"PUR SANG";3;0;1;4370,00;0,00;4370,00;1456,67;550
"COEUR DE CHANCE          ";7;H;"PUR SANG";6;0;3;4360,00;0,00;4360,00;726,67;500
"GIGLIO                   ";5;H;"CHEVAL AUTRE QUE PUR SANG";4;0;4;4355,00;0,00;4355,00;1088,75;530
"QARALNA                  ";4;F;"PUR SANG";2;0;2;4355,00;0,00;4355,00;2177,50;
"VERISCABELLA             ";4;F;"PUR SANG";2;0;2;4355,00;0,00;4355,00;2177,50;525
"HAZATI                   ";4;H;"CHEVAL AUTRE QUE PUR SANG";4;0;2;4355,00;0,00;4355,00;1088,75;510
"HUELVA                   ";4;F;"CHEVAL AUTRE QUE PUR SANG";2;0;2;4355,00;0,00;4355,00;2177,50;530
"GOLDEN TOUCH             ";4;F;"PUR SANG";4;0;3;4340,00;0,00;4340,00;1085,00;490
"RAFFLES LOX              ";4;F;"PUR SANG";1;0;1;4320,00;0,00;4320,00;4320,00;
"GEORGE FLASH             ";5;H;"PUR SANG";1;0;1;4320,00;0,00;4320,00;4320,00;285
"ZUREKIN                  ";5;H;"PUR SANG";1;0;1;4320,00;0,00;4320,00;4320,00;700
"PARADISE ISLAND          ";5;H;"PUR SANG";3;0;1;4320,00;0,00;4320,00;1440,00;570
"CARISANDRE               ";9;H;"CHEVAL AUTRE QUE PUR SANG";1;0;1;4320,00;0,00;4320,00;4320,00;520
"GOOAAAL                  ";5;H;"PUR SANG";2;0;1;4320,00;0,00;4320,00;2160,00;570
"FIRST DAUM               ";7;H;"PUR SANG";1;0;1;4320,00;0,00;4320,00;4320,00;555
"BARATIN DE SIVOLA        ";10;H;"PUR SANG";3;0;1;4320,00;0,00;4320,00;1440,00;
"DOREMI                   ";8;H;"CHEVAL AUTRE QUE PUR SANG";3;0;1;4320,00;0,00;4320,00;1440,00;540
"GALOP DE CHASSE          ";5;H;"CHEVAL AUTRE QUE PUR SANG";1;0;1;4320,00;0,00;4320,00;4320,00;560
"BEAUTE PROMISE           ";8;F;"PUR SANG";1;0;1;4320,00;0,00;4320,00;4320,00;540
"GIFT OF FORTUNE          ";5;F;"PUR SANG";1;0;1;4320,00;0,00;4320,00;4320,00;560
"DORELKO DES OBEAUX       ";8;H;"CHEVAL AUTRE QUE PUR SANG";1;0;1;4320,00;0,00;4320,00;4320,00;490
"HAKIM D'AIRY AA          ";4;H;"*ANGLO-ARABE COMPLEMENT*";1;0;1;4320,00;0,00;4320,00;4320,00;
"ARAUCARIAS               ";4;H;"PUR SANG";1;0;1;4320,00;0,00;4320,00;4320,00;590
"A DIEU VAT               ";11;H;"PUR SANG";7;0;1;4320,00;0,00;4320,00;617,14;520
"HONNEUR D'ESTRUVAL       ";4;H;"PUR SANG";1;0;1;4320,00;0,00;4320,00;4320,00;
"HADALINE                 ";4;F;"CHEVAL AUTRE QUE PUR SANG";4;0;3;4310,00;0,00;4310,00;1077,50;550
"GAMER                    ";5;H;"CHEVAL AUTRE QUE PUR SANG";4;0;3;4290,00;0,00;4290,00;1072,50;500
"SYR ALBERTO              ";12;H;*ANGLO-ARABE*;3;0;2;4275,00;0,00;4275,00;1425,00;
"BANDIT D'AINAY           ";10;H;"CHEVAL AUTRE QUE PUR SANG";4;0;2;4255,00;0,00;4255,00;1063,75;515
"SO SWEET                 ";5;H;"PUR SANG";6;0;3;4250,00;0,00;4250,00;708,33;500
"CRYSTAL D'UN JOUR        ";10;H;"PUR SANG";5;0;4;4245,00;0,00;4245,00;849,00;465
"VIDEPOCHE                ";12;H;"CHEVAL DE SELLE";6;0;3;4245,00;0,00;4245,00;707,50;480
"JOE DE CLERMONT          ";10;H;"PUR SANG";6;0;4;4235,00;0,00;4235,00;705,83;470
"LA RUFFIACOISE           ";6;F;"PUR SANG";3;0;2;4230,00;0,00;4230,00;1410,00;515
"EREB DE LA BRUNIE AA     ";7;H;*ANGLO-ARABE*;5;0;2;4200,00;0,00;4200,00;840,00;500
"SPARKLING GEM            ";3;F;"PUR SANG";2;0;1;4200,00;0,00;4200,00;2100,00;605
"FRISE L'OEUIL            ";6;F;"CHEVAL AUTRE QUE PUR SANG";4;0;4;4195,00;0,00;4195,00;1048,75;490
"DROP D'ESTRUVAL          ";8;H;"CHEVAL AUTRE QUE PUR SANG";1;0;1;4180,00;0,00;4180,00;4180,00;
"FUBUSTIER                ";6;H;"PUR SANG";5;0;2;4170,00;0,00;4170,00;834,00;470
"ELITE D'AINAY            ";7;F;"PUR SANG";6;0;4;4150,00;0,00;4150,00;691,67;
"VADEMECUM                ";5;F;"PUR SANG";5;0;3;4130,00;0,00;4130,00;826,00;510
"STRELA                   ";6;F;"PUR SANG";3;0;2;4115,00;0,00;4115,00;1371,67;490
"CRAFTWELLE               ";9;F;"CHEVAL AUTRE QUE PUR SANG";6;0;4;4100,00;0,00;4100,00;683,33;
"VOIX DU SOIR             ";6;H;"PUR SANG";2;0;2;4090,00;0,00;4090,00;2045,00;535
"PITAYA                   ";5;F;"PUR SANG";7;0;4;4085,00;0,00;4085,00;583,57;510
"VOIE LACTEE              ";4;F;"PUR SANG";3;0;2;4070,00;0,00;4070,00;1356,67;230
"MOSSACHO                 ";9;H;ANGLO-ARABE;6;0;2;4060,00;0,00;4060,00;676,67;490
"NUIT DEBOUT              ";5;H;"PUR SANG";4;0;2;4060,00;0,00;4060,00;1015,00;525
"BALKINOA                 ";5;F;"PUR SANG";5;0;3;4050,00;0,00;4050,00;810,00;475
"FASTRAK                  ";6;H;"CHEVAL AUTRE QUE PUR SANG";3;0;2;4040,00;0,00;4040,00;1346,67;520
"GIBRALTAR D'ARROS AA     ";5;H;"*ANGLO-ARABE COMPLEMENT*";2;0;2;4040,00;0,00;4040,00;2020,00;
"LE MELUFLO               ";11;H;"PUR SANG";6;0;2;4020,00;0,00;4020,00;670,00;
"MORGENSTERN              ";4;H;"PUR SANG";3;0;2;3940,00;0,00;3940,00;1313,33;560
"FIN BOURGOGNE            ";6;H;"CHEVAL AUTRE QUE PUR SANG";5;0;2;3930,00;0,00;3930,00;786,00;485
"GALVARDENA               ";5;H;"CHEVAL AUTRE QUE PUR SANG";4;0;3;3895,00;0,00;3895,00;973,75;480
"HEROINE SMART            ";4;F;"PUR SANG";3;0;3;3875,00;0,00;3875,00;1291,67;550
"GIANA DE LA BRUNIE AA    ";5;F;"*ANGLO-ARABE COMPLEMENT*";1;0;1;3840,00;0,00;3840,00;3840,00;
"SKINAYAN                 ";4;H;"PUR SANG";1;0;1;3840,00;0,00;3840,00;3840,00;590
"SAINT D'AUTEUIL          ";7;H;"PUR SANG";3;0;2;3840,00;0,00;3840,00;1280,00;515
"GENTLE MAG               ";5;H;"PUR SANG";3;0;1;3840,00;0,00;3840,00;1280,00;585
"RAFFLES CAPITAL          ";3;F;"PUR SANG";1;0;1;3840,00;0,00;3840,00;3840,00;560
"IRIS D'AUBRELLE          ";3;F;"PUR SANG";1;0;1;3840,00;0,00;3840,00;3840,00;
"DINDIN                   ";8;H;"CHEVAL AUTRE QUE PUR SANG";1;0;1;3840,00;0,00;3840,00;3840,00;610
"GEMME                    ";5;F;"CHEVAL AUTRE QUE PUR SANG";2;0;1;3840,00;0,00;3840,00;1920,00;550
"CUZCO DU MATHAN          ";3;H;"PUR SANG";2;0;1;3840,00;0,00;3840,00;1920,00;620
"ROI DES AS               ";4;H;"PUR SANG";1;0;1;3840,00;0,00;3840,00;3840,00;540
"SHAMALDAM                ";6;H;"PUR SANG";3;0;1;3840,00;0,00;3840,00;1280,00;550
"SECRET STORM             ";8;H;"PUR SANG";5;0;3;3825,00;0,00;3825,00;765,00;470
"RHONE                    ";3;H;"PUR SANG";2;0;2;3815,00;0,00;3815,00;1907,50;580
"DONT STOP THEPARTY       ";8;H;"CHEVAL AUTRE QUE PUR SANG";5;0;3;3800,00;0,00;3800,00;760,00;490
"VISION DE BAUNE          ";4;H;"PUR SANG";4;0;3;3795,00;0,00;3795,00;948,75;505
"HARISSA DOUCE            ";4;F;"CHEVAL AUTRE QUE PUR SANG";2;0;2;3780,00;0,00;3780,00;1890,00;
"CLODIE DES ONGRAIS       ";9;F;"PUR SANG";3;0;3;3750,00;0,00;3750,00;1250,00;
"ENCORE PLUS              ";7;F;"CHEVAL AUTRE QUE PUR SANG";3;0;2;3705,00;0,00;3705,00;1235,00;
"HE VOILA DESLANDES       ";4;F;"CHEVAL AUTRE QUE PUR SANG";5;0;4;3675,00;0,00;3675,00;735,00;495
"FANTASTIC SUN            ";6;F;"PUR SANG";4;0;2;3670,00;0,00;3670,00;917,50;485
"ZAPPEUR                  ";6;H;"PUR SANG";6;0;2;3660,00;0,00;3660,00;610,00;480
"DAME SACRE               ";8;F;"CHEVAL AUTRE QUE PUR SANG";2;0;1;3640,00;0,00;3640,00;1820,00;
"FURIBON                  ";6;H;"CHEVAL AUTRE QUE PUR SANG";7;0;3;3640,00;0,00;3640,00;520,00;480
"MAXIMO MERIDIO           ";10;H;"PUR SANG";2;0;2;3570,00;0,00;3570,00;1785,00;610
"HERCULE DE MESC          ";4;H;"PUR SANG";3;0;2;3540,00;0,00;3540,00;1180,00;515
"POKER DE BALLON          ";8;H;"PUR SANG";3;0;2;3525,00;0,00;3525,00;1175,00;
"EVERLY BLUE              ";7;F;"PUR SANG";4;0;3;3515,00;0,00;3515,00;878,75;
"FANON DU BREUIL          ";6;F;"PUR SANG";4;0;2;3500,00;0,00;3500,00;875,00;480
"DAILIX                   ";6;F;"PUR SANG";1;0;1;3500,00;0,00;3500,00;3500,00;540
"POIRE VERTE              ";3;F;"PUR SANG";1;0;1;3500,00;0,00;3500,00;3500,00;
"ESTELLE                  ";7;F;"PUR SANG";2;0;2;3500,00;0,00;3500,00;1750,00;510
"PEARL IN SUMMER          ";4;F;"PUR SANG";5;0;3;3490,00;0,00;3490,00;698,00;475
"ELTON DU GRANIT          ";7;H;"CHEVAL AUTRE QUE PUR SANG";5;0;3;3485,00;0,00;3485,00;697,00;500
"CAT BIRD AA              ";6;H;"*ANGLO-ARABE COMPLEMENT*";2;0;2;3480,00;0,00;3480,00;1740,00;
"LAURIFER                 ";4;F;"PUR SANG";4;0;2;3475,00;0,00;3475,00;868,75;510
"FONIQUI                  ";6;H;"CHEVAL AUTRE QUE PUR SANG";3;0;2;3465,00;0,00;3465,00;1155,00;535
"CAMERISE                 ";5;F;"PUR SANG";6;0;2;3445,00;0,00;3445,00;574,17;500
"HAVA DU DOUBS            ";4;F;"CHEVAL AUTRE QUE PUR SANG";4;0;3;3435,00;0,00;3435,00;858,75;490
"TEAHUPOO VEGA            ";7;H;"PUR SANG";6;0;3;3435,00;0,00;3435,00;572,50;495
"EASTER BOY               ";7;H;"CHEVAL AUTRE QUE PUR SANG";3;0;1;3420,00;0,00;3420,00;1140,00;530
"GREAT BUSINESS           ";4;F;"PUR SANG";3;0;3;3405,00;0,00;3405,00;1135,00;530
"AS DES FRESNES           ";11;H;"PUR SANG";5;0;3;3390,00;0,00;3390,00;678,00;
"PEPITO DU RHEU           ";5;H;"PUR SANG";6;0;3;3370,00;0,00;3370,00;561,67;510
"JETSTREAM JACK           ";11;H;"PUR SANG";2;0;1;3360,00;0,00;3360,00;1680,00;520
"FEUX DE BOIS             ";6;H;"CHEVAL AUTRE QUE PUR SANG";2;0;1;3360,00;0,00;3360,00;1680,00;530
"HINOU DES HAZARDS        ";6;F;"PUR SANG";3;0;2;3350,00;0,00;3350,00;1116,67;215
"KINGBOHEM                ";10;H;"PUR SANG";2;0;2;3350,00;0,00;3350,00;1675,00;510
"STRING QUARTET           ";5;F;"PUR SANG";6;0;3;3340,00;0,00;3340,00;556,67;485
"REBELLE DE BEAUFAI       ";5;F;"PUR SANG";3;0;2;3340,00;0,00;3340,00;1113,33;505
"SPUTNIK                  ";4;H;"PUR SANG";2;0;2;3330,00;0,00;3330,00;1665,00;520
"WORLD AMIRAL             ";7;M;"PUR SANG";2;0;2;3325,00;0,00;3325,00;1662,50;550
"CUTTING KING             ";9;H;"PUR SANG";6;0;3;3300,00;0,00;3300,00;550,00;470
"PRINCESS MALALA          ";7;F;"PUR SANG";3;0;2;3300,00;0,00;3300,00;1100,00;
"GLAM DES CHARMILLE       ";5;H;"CHEVAL AUTRE QUE PUR SANG";6;0;3;3280,00;0,00;3280,00;546,67;480
"TOUZLEGO                 ";4;H;"PUR SANG";8;0;3;3270,00;0,00;3270,00;408,75;500
"GAVOTTE LADY             ";5;F;"CHEVAL AUTRE QUE PUR SANG";3;0;2;3240,00;0,00;3240,00;1080,00;500
"HARMONIE DE KERSER       ";4;F;"PUR SANG";5;0;3;3230,00;0,00;3230,00;646,00;500
"GARDE AVOUS              ";5;H;"CHEVAL AUTRE QUE PUR SANG";7;0;2;3230,00;0,00;3230,00;461,43;490
"HURRICANE PHAROAH        ";5;H;"PUR SANG";3;0;1;3230,00;0,00;3230,00;1076,67;530
"FATHER JAMES             ";6;H;"PUR SANG";1;0;1;3220,00;0,00;3220,00;3220,00;610
"SPEED OF LOVE            ";5;F;"PUR SANG";3;0;2;3200,00;0,00;3200,00;1066,67;490
"GENTLE STAR              ";6;H;"PUR SANG";4;0;3;3200,00;0,00;3200,00;800,00;500
"PLAYA DEL AMOR           ";5;F;"PUR SANG";5;0;2;3200,00;0,00;3200,00;640,00;480
"LION DE LISBOA           ";4;H;"PUR SANG";4;0;4;3200,00;0,00;3200,00;800,00;500
"FILLE DU CHENET          ";6;F;"PUR SANG";2;0;2;3185,00;0,00;3185,00;1592,50;
