Cheval;Âge;Sexe;Race;Courses;Victoires;Places;"Allocation tot.";"Prime Prop.";"Alloc. + Prime Prop.";"Gain moyen";Valeur
"SHAIYNA                  ";4;F;"PUR SANG";5;0;3;3155,00;0,00;3155,00;631,00;530
"UZELLEDE ROCHE           ";4;F;"PUR SANG";2;0;1;3150,00;0,00;3150,00;1575,00;560
"GALANTE D'ARTHEL         ";5;F;"CHEVAL AUTRE QUE PUR SANG";2;0;1;3135,00;0,00;3135,00;1567,50;550
"PRINCESSE METURIE        ";10;F;"PUR SANG";5;0;3;3130,00;0,00;3130,00;626,00;470
"ANDALOUSIE               ";6;F;"PUR SANG";3;0;1;3120,00;0,00;3120,00;1040,00;500
"GRIVETTA                 ";5;F;"CHEVAL AUTRE QUE PUR SANG";2;0;1;3120,00;0,00;3120,00;1560,00;520
"SO FRENCH                ";10;H;"PUR SANG";1;0;1;3120,00;0,00;3120,00;3120,00;635
"HIBIZA DE NIEL           ";4;H;"CHEVAL AUTRE QUE PUR SANG";4;0;1;3120,00;0,00;3120,00;780,00;500
"GLORIA D'ANJOU           ";5;F;"CHEVAL AUTRE QUE PUR SANG";1;0;1;3120,00;0,00;3120,00;3120,00;550
"MISS PROTEKTRICE         ";5;F;"PUR SANG";3;0;1;3120,00;0,00;3120,00;1040,00;510
"ESPRY DE FAMILLE         ";7;F;"CHEVAL AUTRE QUE PUR SANG";2;0;1;3120,00;0,00;3120,00;1560,00;
"ELLIPSE                  ";7;F;"PUR SANG";2;0;1;3120,00;0,00;3120,00;1560,00;535
"DANCEBLUESPAIX           ";5;H;"PUR SANG";2;0;1;3120,00;0,00;3120,00;1560,00;530
"EIGHT AND BOB            ";8;H;"PUR SANG";2;0;1;3120,00;0,00;3120,00;1560,00;550
"TAKING POWER             ";3;H;"PUR SANG";2;0;1;3120,00;0,00;3120,00;1560,00;545
"SHAKA TORI               ";8;H;"PUR SANG";1;0;1;3120,00;0,00;3120,00;3120,00;500
"PRINCE OF GRACIE         ";8;H;"PUR SANG";4;0;1;3120,00;0,00;3120,00;780,00;480
"DIAMANT AMERICAN         ";4;F;"PUR SANG";1;0;1;3120,00;0,00;3120,00;3120,00;
"CLEVER CITY              ";9;F;"CHEVAL AUTRE QUE PUR SANG";4;0;1;3120,00;0,00;3120,00;780,00;
"VERY NICE SURF           ";4;H;"PUR SANG";2;0;1;3060,00;0,00;3060,00;1530,00;570
"AYEPADDY                 ";9;H;"PUR SANG";3;0;2;3055,00;0,00;3055,00;1018,33;
"GRACIOSO                 ";5;H;"CHEVAL AUTRE QUE PUR SANG";4;0;2;3055,00;0,00;3055,00;763,75;500
"JUJULEX                  ";6;H;"PUR SANG";5;0;3;3055,00;0,00;3055,00;611,00;470
"IRISH DOUK               ";8;H;"PUR SANG";4;0;2;3055,00;0,00;3055,00;763,75;490
"L'ARZIMUT                ";7;F;"PUR SANG";3;0;2;3055,00;0,00;3055,00;1018,33;
"CALDEIRA                 ";4;F;"PUR SANG";4;0;2;3055,00;0,00;3055,00;763,75;490
"PAILLETTE SONG           ";3;F;"PUR SANG";2;0;2;3050,00;0,00;3050,00;1525,00;
"SAINT ISABE              ";3;H;"PUR SANG";2;0;1;3040,00;0,00;3040,00;1520,00;610
"OHLESFILLES AA           ";5;H;"ANGLO-ARABE DE COMPLEMENT";2;0;1;3040,00;0,00;3040,00;1520,00;500
"TOURWELL                 ";10;H;"PUR SANG";2;0;1;3040,00;0,00;3040,00;1520,00;540
"HOP LA DE SIVOLA         ";4;F;"PUR SANG";2;0;2;3030,00;0,00;3030,00;1515,00;520
"HIMALAYAS                ";4;F;"PUR SANG";4;0;2;3030,00;0,00;3030,00;757,50;540
"ROYAL NAVY WARSHIP       ";6;H;"PUR SANG";6;0;2;3015,00;0,00;3015,00;502,50;460
"HELLENA                  ";4;F;"PUR SANG";4;0;2;3000,00;0,00;3000,00;750,00;550
"HANA DELA BARRIERE       ";4;F;"PUR SANG";3;0;3;2990,00;0,00;2990,00;996,67;500
"LE ZINO                  ";5;H;"PUR SANG";2;0;2;2970,00;0,00;2970,00;1485,00;525
"GARDE TOI                ";5;F;"CHEVAL AUTRE QUE PUR SANG";4;0;2;2970,00;0,00;2970,00;742,50;515
"SOCKS DE BAUNE           ";5;H;"PUR SANG";2;0;2;2960,00;0,00;2960,00;1480,00;
"DIVINESRI                ";6;F;"PUR SANG";5;0;2;2960,00;0,00;2960,00;592,00;480
"KALEESI DU BRIVET        ";4;F;"PUR SANG";2;0;2;2960,00;0,00;2960,00;1480,00;
"HALINA DEX               ";4;F;"CHEVAL AUTRE QUE PUR SANG";5;0;3;2960,00;0,00;2960,00;592,00;495
"QUEEN'S SHABBY           ";4;F;"PUR SANG";7;0;4;2945,00;0,00;2945,00;420,71;510
"UPTOWN GIRL MAIL         ";13;F;"PUR SANG";4;0;4;2945,00;0,00;2945,00;736,25;490
"MASOWO                   ";5;H;"PUR SANG";1;0;1;2940,00;0,00;2940,00;2940,00;560
"MY WAY                   ";6;H;"PUR SANG";3;0;1;2940,00;0,00;2940,00;980,00;630
"PATRICIEN                ";4;H;"PUR SANG";5;0;3;2940,00;0,00;2940,00;588,00;530
"DEBUT DE PRINTEMPS       ";8;H;"PUR SANG";3;0;2;2940,00;0,00;2940,00;980,00;520
"BAD BOY BOULOISE         ";10;H;"CHEVAL AUTRE QUE PUR SANG";3;0;1;2880,00;0,00;2880,00;960,00;475
"FLASH DES SOURCES        ";6;H;"PUR SANG";1;0;1;2880,00;0,00;2880,00;2880,00;
"ECHO ROC DE KERSER       ";7;H;"PUR SANG";1;0;1;2880,00;0,00;2880,00;2880,00;
"KAP MY LOVE              ";4;F;"PUR SANG";1;0;1;2880,00;0,00;2880,00;2880,00;535
"FOOTEUX                  ";4;H;"PUR SANG";2;0;1;2880,00;0,00;2880,00;1440,00;530
"HUBERTJACK               ";4;H;"CHEVAL AUTRE QUE PUR SANG";2;0;1;2880,00;0,00;2880,00;1440,00;
"CALISCO DE KERSER        ";9;H;"PUR SANG";1;0;1;2880,00;0,00;2880,00;2880,00;595
"POTEMKINE                ";6;H;"PUR SANG";2;0;1;2880,00;0,00;2880,00;1440,00;535
"NAUMAN                   ";8;H;"PUR SANG";2;0;1;2880,00;0,00;2880,00;1440,00;500
"TAMARA DU GRANIT         ";14;H;"CHEVAL AUTRE QUE PUR SANG";2;0;1;2880,00;0,00;2880,00;1440,00;
"VOISIN D'UN SOIR         ";12;H;"CHEVAL AUTRE QUE PUR SANG";5;0;1;2880,00;0,00;2880,00;576,00;470
"DOCELLE                  ";8;F;"CHEVAL AUTRE QUE PUR SANG";1;0;1;2880,00;0,00;2880,00;2880,00;
"GYMTONIC DE KERSER       ";5;H;"PUR SANG";2;0;1;2880,00;0,00;2880,00;1440,00;
"GRAINE DE CHAMP          ";5;H;"CHEVAL AUTRE QUE PUR SANG";3;0;3;2880,00;0,00;2880,00;960,00;520
"BAMBOU DU MATHAN         ";5;F;"PUR SANG";1;0;1;2880,00;0,00;2880,00;2880,00;535
"ROYAL BATAILLE           ";6;H;"PUR SANG";2;0;1;2860,00;0,00;2860,00;1430,00;550
"PORTIVY                  ";4;H;"PUR SANG";1;0;1;2860,00;0,00;2860,00;2860,00;625
"MARTATOR                 ";4;H;"PUR SANG";1;0;1;2860,00;0,00;2860,00;2860,00;710
"GERGOVIE ALLEN           ";5;F;"CHEVAL AUTRE QUE PUR SANG";2;0;1;2860,00;0,00;2860,00;1430,00;560
"KATRIBU                  ";4;M;"PUR SANG";1;0;1;2860,00;0,00;2860,00;2860,00;670
"EXCEL QUIZ TAUEL         ";7;H;"CHEVAL AUTRE QUE PUR SANG";3;0;1;2860,00;0,00;2860,00;953,33;540
"ONE WAY                  ";9;H;"PUR SANG";3;0;1;2860,00;0,00;2860,00;953,33;470
"UPSONG                   ";5;H;"PUR SANG";1;0;1;2860,00;0,00;2860,00;2860,00;510
"GAYNOR                   ";5;F;"CHEVAL AUTRE QUE PUR SANG";1;0;1;2860,00;0,00;2860,00;2860,00;520
"GIBERNE                  ";5;F;"CHEVAL AUTRE QUE PUR SANG";1;0;1;2850,00;0,00;2850,00;2850,00;530
"ANGIE ROYALE             ";8;F;"PUR SANG";6;0;2;2850,00;0,00;2850,00;475,00;470
"ORCHESTRAL DAVIS         ";4;F;"PUR SANG";2;0;2;2850,00;0,00;2850,00;1425,00;555
"HEMEVOICI                ";4;H;"CHEVAL AUTRE QUE PUR SANG";1;0;1;2835,00;0,00;2835,00;2835,00;605
"HIRSUTE                  ";4;F;"CHEVAL AUTRE QUE PUR SANG";3;0;2;2825,00;0,00;2825,00;941,67;540
"BALTO DE LA TOUCHE       ";10;H;"CHEVAL AUTRE QUE PUR SANG";7;0;3;2820,00;0,00;2820,00;402,86;490
"PALM VALLEY              ";5;F;"PUR SANG";3;0;2;2820,00;0,00;2820,00;940,00;495
"KESA GREAT               ";4;H;"PUR SANG";4;0;2;2810,00;0,00;2810,00;702,50;500
"ULYSSE DE L'AUNAY        ";13;H;"PUR SANG";6;0;4;2805,00;0,00;2805,00;467,50;
"GUEPARD DU BERLAIS       ";4;H;"PUR SANG";1;0;1;2800,00;0,00;2800,00;2800,00;560
"KELTIA DE KERBARH        ";4;F;"PUR SANG";2;0;2;2770,00;0,00;2770,00;1385,00;
"GODOMAR                  ";5;H;"CHEVAL AUTRE QUE PUR SANG";4;0;2;2730,00;0,00;2730,00;682,50;500
"DON'T ASK                ";4;H;"PUR SANG";4;0;2;2700,00;0,00;2700,00;675,00;510
"ALTAIR DU FAUX           ";11;H;"*ANGLO-ARABE COMPLEMENT*";5;0;2;2665,00;0,00;2665,00;533,00;
"GAMINE APPLE'S           ";5;F;"CHEVAL AUTRE QUE PUR SANG";3;0;1;2660,00;0,00;2660,00;886,67;
"JOUEURDETRUT             ";6;H;"PUR SANG";5;0;2;2660,00;0,00;2660,00;532,00;455
"HIGH ALERT               ";4;H;"PUR SANG";2;0;2;2630,00;0,00;2630,00;1315,00;550
"SPARK DE LA MOTTE        ";7;H;"PUR SANG";2;0;2;2630,00;0,00;2630,00;1315,00;
"FANDANGO                 ";6;H;"CHEVAL AUTRE QUE PUR SANG";2;0;1;2610,00;0,00;2610,00;1305,00;625
"CHICHIOLINA              ";4;F;"PUR SANG";2;0;2;2610,00;0,00;2610,00;1305,00;535
"ONE STORY                ";4;F;"PUR SANG";2;0;1;2600,00;0,00;2600,00;1300,00;585
"UZURI MBAYA              ";3;F;"PUR SANG";1;0;1;2600,00;0,00;2600,00;2600,00;
"TYZEFF                   ";7;H;"PUR SANG";4;0;2;2580,00;0,00;2580,00;645,00;545
"HOOPA                    ";4;F;"CHEVAL AUTRE QUE PUR SANG";2;0;2;2540,00;0,00;2540,00;1270,00;505
"FIDGETY                  ";6;F;"CHEVAL AUTRE QUE PUR SANG";2;0;2;2540,00;0,00;2540,00;1270,00;
"KINOCHKA                 ";5;H;"PUR SANG";5;0;2;2540,00;0,00;2540,00;508,00;505
"DENNISTON                ";8;H;"CHEVAL AUTRE QUE PUR SANG";2;0;2;2540,00;0,00;2540,00;1270,00;470
"GATSBY DES PLACES        ";5;H;"PUR SANG";1;0;1;2520,00;0,00;2520,00;2520,00;605
"LOPESAN                  ";7;H;"PUR SANG";1;0;1;2520,00;0,00;2520,00;2520,00;550
"ALLURE DE CHAMPDOU       ";5;F;"PUR SANG";1;0;1;2520,00;0,00;2520,00;2520,00;585
"DONIZETTI AA             ";5;H;"ANGLO-ARABE DE COMPLEMENT";3;0;1;2520,00;0,00;2520,00;840,00;
"BARON DU SEUIL           ";10;H;"CHEVAL AUTRE QUE PUR SANG";2;0;1;2520,00;0,00;2520,00;1260,00;480
"EUREU DU BOULAY          ";7;H;"CHEVAL AUTRE QUE PUR SANG";2;0;1;2520,00;0,00;2520,00;1260,00;550
"DEFI CHOPE               ";7;F;"PUR SANG";3;0;1;2520,00;0,00;2520,00;840,00;
"GEORGES                  ";5;H;"PUR SANG";2;0;1;2520,00;0,00;2520,00;1260,00;550
"POMM RUN                 ";5;F;"PUR SANG";2;0;1;2520,00;0,00;2520,00;1260,00;500
"EASTER SUNDAY            ";3;H;"PUR SANG";1;0;1;2520,00;0,00;2520,00;2520,00;590
"SINGAPORE TRIP           ";3;H;"PUR SANG";1;0;1;2520,00;0,00;2520,00;2520,00;600
"FAIR PLAY SIVOLA         ";6;F;"PUR SANG";1;0;1;2500,00;0,00;2500,00;2500,00;580
"HIGH LIGHT               ";4;H;"CHEVAL AUTRE QUE PUR SANG";4;0;3;2475,00;0,00;2475,00;618,75;520
"DUC DE GUISE             ";11;H;"PUR SANG";5;0;2;2470,00;0,00;2470,00;494,00;470
"HAUTE CORREZE            ";9;F;ANGLO-ARABE;6;0;2;2470,00;0,00;2470,00;411,67;470
"AYRTON BANKS             ";5;H;"PUR SANG";2;0;2;2430,00;0,00;2430,00;1215,00;570
"HIREINE DE LAGARDE AA    ";4;F;ANGLO-ARABE;2;0;2;2420,00;0,00;2420,00;1210,00;
"MENDELSOHN AA            ";5;H;"ANGLO-ARABE DE COMPLEMENT";2;0;2;2405,00;0,00;2405,00;1202,50;
"GIROLLE DE SIVOLA        ";5;F;"PUR SANG";3;0;2;2405,00;0,00;2405,00;801,67;500
"MISS KADIX               ";4;F;"PUR SANG";1;0;1;2400,00;0,00;2400,00;2400,00;560
"SEA LIGHT                ";13;F;"PUR SANG";4;0;2;2400,00;0,00;2400,00;600,00;
"RIVENRIQUE               ";6;F;"PUR SANG";4;0;1;2400,00;0,00;2400,00;600,00;490
"HANDY DELABARRIERE       ";4;H;"PUR SANG";2;0;1;2400,00;0,00;2400,00;1200,00;
"FORTISSIMO               ";6;H;"CHEVAL AUTRE QUE PUR SANG";2;0;1;2400,00;0,00;2400,00;1200,00;520
"SAINT XAVIER             ";9;H;"PUR SANG";1;0;1;2385,00;0,00;2385,00;2385,00;605
"CORSICO BELLO            ";4;H;"PUR SANG";5;0;2;2360,00;0,00;2360,00;472,00;500
"HALLEGRO                 ";4;H;"CHEVAL AUTRE QUE PUR SANG";1;0;1;2340,00;0,00;2340,00;2340,00;
"ELMADAM                  ";5;H;"PUR SANG";1;0;1;2340,00;0,00;2340,00;2340,00;
"HACIENDA                 ";4;F;"CHEVAL AUTRE QUE PUR SANG";1;0;1;2340,00;0,00;2340,00;2340,00;625
"HOZORA                   ";4;F;"CHEVAL AUTRE QUE PUR SANG";2;0;1;2340,00;0,00;2340,00;1170,00;560
"HONESTA                  ";4;F;"PUR SANG";1;0;1;2340,00;0,00;2340,00;2340,00;550
"DAKAR                    ";8;H;"CHEVAL AUTRE QUE PUR SANG";7;0;1;2340,00;0,00;2340,00;334,29;490
"HAMELIA DE LARRE         ";4;F;"PUR SANG";1;0;1;2340,00;0,00;2340,00;2340,00;560
"CANDIVOL                 ";9;H;"CHEVAL AUTRE QUE PUR SANG";6;0;2;2280,00;0,00;2280,00;380,00;470
"OSSO BELLO               ";13;H;"PUR SANG";4;0;2;2265,00;0,00;2265,00;566,25;475
"ZIXING DES BOIS          ";7;F;"PUR SANG";6;0;2;2265,00;0,00;2265,00;377,50;470
"HALTEAS DEBELAIR         ";4;F;"CHEVAL AUTRE QUE PUR SANG";6;0;2;2265,00;0,00;2265,00;377,50;490
"JUNTA POST               ";4;F;"PUR SANG";3;0;1;2250,00;0,00;2250,00;750,00;575
"ONE WAY TICKET           ";5;H;"PUR SANG";1;0;1;2250,00;0,00;2250,00;2250,00;
"HAWAI DE LA BRUNIE AA    ";4;F;"*ANGLO-ARABE COMPLEMENT*";1;0;1;2240,00;0,00;2240,00;2240,00;
"UTO                      ";13;H;"CHEVAL AUTRE QUE PUR SANG";3;0;1;2240,00;0,00;2240,00;746,67;
"ILIADE DE BERCE          ";3;F;"PUR SANG";1;0;1;2240,00;0,00;2240,00;2240,00;550
"VARABAD DU BUISSON       ";12;H;"CHEVAL AUTRE QUE PUR SANG";3;0;1;2240,00;0,00;2240,00;746,67;570
"GRIFFON D'AUBRELLE       ";5;H;"PUR SANG";1;0;1;2240,00;0,00;2240,00;2240,00;560
"INDIVIS                  ";3;H;"CHEVAL AUTRE QUE PUR SANG";1;0;1;2240,00;0,00;2240,00;2240,00;
"DIXIT DU GRANIT          ";8;H;"CHEVAL AUTRE QUE PUR SANG";1;0;1;2240,00;0,00;2240,00;2240,00;485
"GREG D'ECUPILLAC         ";5;H;"CHEVAL AUTRE QUE PUR SANG";4;0;2;2240,00;0,00;2240,00;560,00;
"IMPOSE TA LOI            ";4;H;"PUR SANG";2;0;1;2240,00;0,00;2240,00;1120,00;
"GYRSEAU                  ";5;H;"CHEVAL AUTRE QUE PUR SANG";2;0;2;2220,00;0,00;2220,00;1110,00;
"WHITE HUNTER             ";6;H;"PUR SANG";3;0;2;2220,00;0,00;2220,00;740,00;220
"CRAZY IN LOVE            ";7;H;"PUR SANG";5;0;2;2220,00;0,00;2220,00;444,00;485
"MUSE DE LUNE             ";4;F;"PUR SANG";6;0;2;2185,00;0,00;2185,00;364,17;490
"CARMIN D'OUDAIRIES       ";9;H;"CHEVAL AUTRE QUE PUR SANG";4;0;1;2185,00;0,00;2185,00;546,25;530
"LET ME TELL YOU          ";12;H;"PUR SANG";3;0;2;2185,00;0,00;2185,00;728,33;
"HISTOIRE D'AMIS          ";4;F;"CHEVAL AUTRE QUE PUR SANG";4;0;3;2175,00;0,00;2175,00;543,75;490
"RISKY ASSET              ";4;H;"PUR SANG";1;0;1;2160,00;0,00;2160,00;2160,00;530
"COBRA DE LARRE           ";9;H;"PUR SANG";3;0;1;2160,00;0,00;2160,00;720,00;640
"VALE OF TOF              ";3;H;"PUR SANG";1;0;1;2160,00;0,00;2160,00;2160,00;610
"ADRASTINA                ";6;F;"PUR SANG";3;0;2;2140,00;0,00;2140,00;713,33;470
"HAKIR                    ";4;H;"CHEVAL AUTRE QUE PUR SANG";4;0;2;2105,00;0,00;2105,00;526,25;500
"HOLLA CONTI              ";4;F;"PUR SANG";3;0;2;2105,00;0,00;2105,00;701,67;
"HEVA ROSE                ";4;F;"PUR SANG";2;0;1;2070,00;0,00;2070,00;1035,00;585
"FAUX PAS CROIRE          ";6;H;"CHEVAL AUTRE QUE PUR SANG";3;0;2;2060,00;0,00;2060,00;686,67;540
"FERRONNIERE              ";6;F;"CHEVAL AUTRE QUE PUR SANG";1;0;1;2025,00;0,00;2025,00;2025,00;610
"CONAN DOYLE              ";9;H;ANGLO-ARABE;1;0;1;2025,00;0,00;2025,00;2025,00;
"HOT SHOT THOM            ";4;H;"PUR SANG";3;0;2;2010,00;0,00;2010,00;670,00;
"ROCKY TAO                ";3;H;"PUR SANG";1;0;1;1995,00;0,00;1995,00;1995,00;560
"GOLD ALLEN               ";5;H;"PUR SANG";2;0;1;1995,00;0,00;1995,00;997,50;625
"ZIALIGHT                 ";5;F;"PUR SANG";3;0;1;1995,00;0,00;1995,00;665,00;550
"GENTEEL STAR             ";5;H;"PUR SANG";1;0;1;1995,00;0,00;1995,00;1995,00;550
"MARLIANTHUS              ";6;H;"PUR SANG";1;0;1;1995,00;0,00;1995,00;1995,00;
"CASA TALL                ";7;H;"PUR SANG";1;0;1;1995,00;0,00;1995,00;1995,00;
"EMIR DES PLACES          ";7;H;"PUR SANG";2;0;1;1995,00;0,00;1995,00;997,50;550
"TOMGARRY                 ";8;H;"PUR SANG";5;0;2;1985,00;0,00;1985,00;397,00;490
"DISCO D'AUTHIE           ";12;H;"PUR SANG";3;0;1;1980,00;0,00;1980,00;660,00;
"VINO DE VICI             ";4;F;"PUR SANG";1;0;1;1980,00;0,00;1980,00;1980,00;
"PARIMIX                  ";4;H;"PUR SANG";1;0;1;1980,00;0,00;1980,00;1980,00;560
"MISTER BINT              ";4;H;"PUR SANG";1;0;1;1980,00;0,00;1980,00;1980,00;510
"CAPRICE LA CHENEAU       ";9;H;"PUR SANG";4;0;1;1980,00;0,00;1980,00;495,00;
"SERGENT PEPPER'S         ";5;H;"PUR SANG";3;0;1;1980,00;0,00;1980,00;660,00;570
"ROCKTALINE               ";7;F;"PUR SANG";1;0;1;1980,00;0,00;1980,00;1980,00;560
"PROMESSE D'UN SOIR       ";7;F;"PUR SANG";4;0;1;1980,00;0,00;1980,00;495,00;515
"MACRONUS AA              ";4;H;ANGLO-ARABE;2;0;1;1960,00;0,00;1960,00;980,00;
"GARAVOUS                 ";5;H;"CHEVAL AUTRE QUE PUR SANG";2;0;1;1960,00;0,00;1960,00;980,00;
"GO FOR DE HOUELLE        ";8;H;"PUR SANG";1;0;1;1960,00;0,00;1960,00;1960,00;520
"GATSBY                   ";5;H;"CHEVAL AUTRE QUE PUR SANG";3;0;2;1955,00;0,00;1955,00;651,67;520
"ERONIMO                  ";7;H;"CHEVAL AUTRE QUE PUR SANG";3;0;2;1940,00;0,00;1940,00;646,67;470
"OTAKELANDE AA            ";4;H;ANGLO-ARABE;1;0;1;1900,00;0,00;1900,00;1900,00;520
"HYMNE FAMILIAL           ";4;F;"PUR SANG";4;0;2;1895,00;0,00;1895,00;473,75;
"RAPID REBEL              ";6;H;"PUR SANG";3;0;1;1820,00;0,00;1820,00;606,67;515
"HITADOR                  ";4;H;"CHEVAL AUTRE QUE PUR SANG";2;0;1;1820,00;0,00;1820,00;910,00;
"HOTEL DU LARGE           ";4;H;"PUR SANG";2;0;1;1820,00;0,00;1820,00;910,00;530
"HYSIA LOUED              ";4;F;"CHEVAL AUTRE QUE PUR SANG";1;0;1;1820,00;0,00;1820,00;1820,00;
"DOURYAR                  ";8;F;"CHEVAL AUTRE QUE PUR SANG";1;0;1;1820,00;0,00;1820,00;1820,00;490
"GALOPIN STAR             ";5;H;"PUR SANG";1;0;1;1820,00;0,00;1820,00;1820,00;550
"WILD SUN                 ";5;H;"PUR SANG";1;0;1;1820,00;0,00;1820,00;1820,00;
"GETAFE                   ";5;F;"CHEVAL AUTRE QUE PUR SANG";2;0;1;1820,00;0,00;1820,00;910,00;
"EVAN DE MARCIGNY         ";7;H;"CHEVAL AUTRE QUE PUR SANG";2;0;1;1820,00;0,00;1820,00;910,00;565
"GRANGOUSIE CHALUZY       ";5;H;"CHEVAL AUTRE QUE PUR SANG";6;0;1;1820,00;0,00;1820,00;303,33;480
