Cheval;Âge;Sexe;Race;Courses;Victoires;Places;"Allocation tot.";"Prime Prop.";"Alloc. + Prime Prop.";"Gain moyen";Valeur
"NUITS PREMIER CRU        ";9;H;"PUR SANG";3;0;2;8695,00;0,00;8695,00;2898,33;555
"BOB ALONE                ";10;H;"CHEVAL AUTRE QUE PUR SANG";4;1;2;8675,00;0,00;8675,00;2168,75;
"MICK SENTORS             ";4;H;"PUR SANG";3;0;3;8660,00;0,00;8660,00;2886,67;540
"AMI GARRY                ";6;H;"PUR SANG";6;1;2;8645,00;0,00;8645,00;1440,83;490
"DIRECTOR                 ";8;H;"CHEVAL AUTRE QUE PUR SANG";6;0;4;8645,00;0,00;8645,00;1440,83;
"SUPER GINO               ";4;H;"PUR SANG";1;1;0;8640,00;0,00;8640,00;8640,00;
"LORALINK                 ";5;H;"PUR SANG";2;1;0;8640,00;0,00;8640,00;4320,00;
"GIRONDE                  ";5;F;"CHEVAL AUTRE QUE PUR SANG";1;1;0;8640,00;0,00;8640,00;8640,00;
"CALL GREGORIUM           ";5;H;"PUR SANG";4;1;0;8640,00;0,00;8640,00;2160,00;540
"RIDER DU PETIT LAC AA    ";5;H;"ANGLO-ARABE DE COMPLEMENT";1;1;0;8640,00;0,00;8640,00;8640,00;
"STEBRALTAR               ";4;H;"PUR SANG";2;1;0;8640,00;0,00;8640,00;4320,00;590
"LUKASS CAIRN             ";5;H;"PUR SANG";3;1;0;8640,00;0,00;8640,00;2880,00;530
"TRAPISTA                 ";4;F;"PUR SANG";1;1;0;8640,00;0,00;8640,00;8640,00;
"BARTALIN                 ";5;H;"PUR SANG";2;1;0;8640,00;0,00;8640,00;4320,00;
"GUSTY PONTADOUR AA       ";5;H;ANGLO-ARABE;1;1;0;8640,00;0,00;8640,00;8640,00;
"BOWLER HAT               ";6;H;"PUR SANG";1;1;0;8640,00;0,00;8640,00;8640,00;560
"ILLICO DES PLACES        ";3;H;"PUR SANG";1;1;0;8640,00;0,00;8640,00;8640,00;
"MASKED MATUTA            ";3;F;"PUR SANG";1;1;0;8640,00;0,00;8640,00;8640,00;
"COASTALINE ROYALE        ";4;F;"PUR SANG";1;1;0;8640,00;0,00;8640,00;8640,00;550
"YELAHIAH                 ";4;F;"PUR SANG";2;1;0;8640,00;0,00;8640,00;4320,00;
"ANOUK DES ONGRAIS        ";11;F;"PUR SANG";2;1;0;8640,00;0,00;8640,00;4320,00;
"GARRIGOL AA              ";5;H;ANGLO-ARABE;2;0;2;8640,00;0,00;8640,00;4320,00;
"FUNGADOR AA              ";6;H;"ANGLO-ARABE DE COMPLEMENT";3;0;2;8640,00;0,00;8640,00;2880,00;520
"BATTLE                   ";4;F;"PUR SANG";4;0;2;8640,00;0,00;8640,00;2160,00;530
"HURRICANE HERO           ";5;H;"PUR SANG";5;0;4;8625,00;0,00;8625,00;1725,00;520
"RABBOUNI                 ";4;H;"PUR SANG";7;0;5;8625,00;0,00;8625,00;1232,14;530
"HAUT DE GAMME            ";4;H;"CHEVAL AUTRE QUE PUR SANG";6;0;5;8620,00;0,00;8620,00;1436,67;540
"PLANTEUSE                ";5;F;"PUR SANG";5;1;1;8615,00;0,00;8615,00;1723,00;530
"CENTBERY                 ";5;H;"PUR SANG";5;1;2;8615,00;0,00;8615,00;1723,00;500
"MAXIMO MERIDIO           ";10;H;"PUR SANG";3;0;3;8610,00;0,00;8610,00;2870,00;610
"PLOUGALA                 ";12;H;"PUR SANG";4;0;3;8600,00;0,00;8600,00;2150,00;580
"ENJOY YOUR LIFE          ";4;H;"PUR SANG";3;0;2;8595,00;0,00;8595,00;2865,00;600
"MONFALCON                ";4;H;"PUR SANG";3;0;2;8590,00;0,00;8590,00;2863,33;550
"FAIRY MOON               ";5;F;"PUR SANG";5;0;4;8590,00;0,00;8590,00;1718,00;500
"FATALE DES ONGRAIS       ";6;F;"CHEVAL AUTRE QUE PUR SANG";4;1;2;8580,00;0,00;8580,00;2145,00;
"ARC DU CHATELET          ";11;H;"CHEVAL AUTRE QUE PUR SANG";3;0;3;8580,00;0,00;8580,00;2860,00;510
"PETIT SOLEIL             ";10;H;"PUR SANG";7;0;5;8540,00;0,00;8540,00;1220,00;470
"CAVALIERO                ";6;H;"PUR SANG";4;0;3;8540,00;0,00;8540,00;2135,00;490
"GILOU JAGUEN             ";3;H;"PUR SANG";2;1;1;8535,00;0,00;8535,00;4267,50;
"BILBO D'ASSAULT          ";6;H;"PUR SANG";13;0;5;8525,00;0,00;8525,00;655,77;470
"HORS PISTE               ";4;F;"CHEVAL AUTRE QUE PUR SANG";2;0;2;8525,00;0,00;8525,00;4262,50;
"GIZZERIA                 ";5;F;"CHEVAL AUTRE QUE PUR SANG";6;0;3;8495,00;0,00;8495,00;1415,83;535
"TWOMAY                   ";3;F;"PUR SANG";2;1;1;8490,00;0,00;8490,00;4245,00;260
"LOS HERMANOS             ";4;H;"PUR SANG";3;0;3;8490,00;0,00;8490,00;2830,00;550
"HURRY UP                 ";4;H;"CHEVAL AUTRE QUE PUR SANG";3;1;1;8460,00;0,00;8460,00;2820,00;
"INTRINSEQUE              ";9;H;"PUR SANG";6;0;3;8455,00;0,00;8455,00;1409,17;550
"ELMADAM                  ";5;H;"PUR SANG";2;0;2;8450,00;0,00;8450,00;4225,00;
"SAGARROU                 ";3;H;"PUR SANG";2;0;2;8450,00;0,00;8450,00;4225,00;
"TONNERRE DE VIE          ";3;F;"PUR SANG";7;0;4;8445,00;0,00;8445,00;1206,43;550
"ILSENSOR                 ";4;H;"PUR SANG";3;0;2;8440,00;0,00;8440,00;2813,33;590
"PORTIVY                  ";4;H;"PUR SANG";3;0;2;8440,00;0,00;8440,00;2813,33;625
"NAYAK                    ";4;H;"PUR SANG";5;0;2;8440,00;0,00;8440,00;1688,00;555
"CHARMYRA                 ";9;F;"PUR SANG";4;0;3;8410,00;0,00;8410,00;2102,50;
"STAR OF DESTINY          ";4;H;"PUR SANG";6;0;4;8405,00;0,00;8405,00;1400,83;520
"MATTERHORN               ";3;H;"PUR SANG";1;0;1;8400,00;0,00;8400,00;8400,00;
"KISSMELANDE AA           ";6;F;"ANGLO-ARABE DE COMPLEMENT";3;0;2;8400,00;0,00;8400,00;2800,00;
"IRATZEDERREA             ";3;F;"CHEVAL AUTRE QUE PUR SANG";3;0;2;8370,00;0,00;8370,00;2790,00;
"LAST FINAL JACK          ";4;H;"PUR SANG";9;0;4;8350,00;0,00;8350,00;927,78;525
"MOCKNEY REBEL            ";4;H;"PUR SANG";6;0;5;8350,00;0,00;8350,00;1391,67;520
"CARAMBLUE                ";4;F;"PUR SANG";4;0;2;8340,00;0,00;8340,00;2085,00;530
"GOUBGANDINE              ";5;F;"CHEVAL AUTRE QUE PUR SANG";4;1;2;8325,00;0,00;8325,00;2081,25;520
"CLOTAIRE                 ";9;H;"PUR SANG";9;1;2;8285,00;0,00;8285,00;920,56;480
"CAPROC DE KERSER         ";9;H;"PUR SANG";6;0;3;8280,00;0,00;8280,00;1380,00;
"CEDRIYANNH               ";3;F;"PUR SANG";5;0;4;8275,00;0,00;8275,00;1655,00;580
"HIPER DES MOTTES         ";4;F;"CHEVAL AUTRE QUE PUR SANG";3;1;2;8270,00;0,00;8270,00;2756,67;530
"PICHELOT                 ";8;H;"PUR SANG";3;0;2;8270,00;0,00;8270,00;2756,67;535
"HO QUE OUI               ";4;F;"PUR SANG";6;1;3;8250,00;0,00;8250,00;1375,00;
"HYDE MADRIK              ";4;F;"PUR SANG";5;0;2;8240,00;0,00;8240,00;1648,00;560
"NOBLE                    ";4;H;"PUR SANG";6;1;2;8220,00;0,00;8220,00;1370,00;525
"SACRE DINA               ";5;F;"PUR SANG";2;1;1;8220,00;0,00;8220,00;4110,00;560
"DUR COMME FER            ";4;H;"PUR SANG";3;1;2;8210,00;0,00;8210,00;2736,67;570
"PACHAS                   ";4;H;"PUR SANG";10;0;5;8200,00;0,00;8200,00;820,00;510
"BARONNE D'ANJOU          ";8;F;"PUR SANG";10;0;3;8195,00;0,00;8195,00;819,50;465
"BEAU NORA                ";8;H;"PUR SANG";3;1;2;8190,00;0,00;8190,00;2730,00;580
"IRE LIGHT                ";3;F;"CHEVAL AUTRE QUE PUR SANG";1;0;1;8190,00;0,00;8190,00;8190,00;
"MISTER DINO              ";4;H;"PUR SANG";3;0;2;8180,00;0,00;8180,00;2726,67;570
"FARICKLY                 ";5;H;"PUR SANG";6;1;3;8175,00;0,00;8175,00;1362,50;520
"LAOCOON                  ";4;H;"PUR SANG";5;0;3;8170,00;0,00;8170,00;1634,00;535
"ALI D'AIRY               ";11;H;"*ANGLO-ARABE COMPLEMENT*";1;1;0;8160,00;0,00;8160,00;8160,00;580
"DORELKO DES OBEAUX       ";8;H;"CHEVAL AUTRE QUE PUR SANG";2;0;2;8160,00;0,00;8160,00;4080,00;490
"HIRAM DES OBEAUX         ";4;H;"CHEVAL AUTRE QUE PUR SANG";6;0;2;8160,00;0,00;8160,00;1360,00;550
"IN EXTENSO               ";5;H;"PUR SANG";2;0;1;8160,00;0,00;8160,00;4080,00;590
"GARDE LA VICTOIRE        ";12;H;"PUR SANG";2;0;1;8120,00;0,00;8120,00;4060,00;
"GRAAL DU SEUIL           ";5;H;"PUR SANG";6;0;3;8095,00;0,00;8095,00;1349,17;490
"FIANCEE DU LARGE         ";6;F;"PUR SANG";6;0;4;8085,00;0,00;8085,00;1347,50;470
"FLORICO DU MONT AA       ";4;H;"*ANGLO-ARABE COMPLEMENT*";6;0;4;8075,00;0,00;8075,00;1345,83;
"HUNTER GREY              ";4;H;"CHEVAL AUTRE QUE PUR SANG";4;0;3;8075,00;0,00;8075,00;2018,75;
"HEROIQUE DE MAULDE       ";4;H;"CHEVAL AUTRE QUE PUR SANG";2;1;1;8060,00;0,00;8060,00;4030,00;
"IRUS DES SOURCES         ";3;H;"PUR SANG";2;1;1;8060,00;0,00;8060,00;4030,00;315
"HARMONIE DE MAI          ";4;F;"CHEVAL AUTRE QUE PUR SANG";2;1;1;8060,00;0,00;8060,00;4030,00;
"HESPERIS                 ";4;F;"CHEVAL AUTRE QUE PUR SANG";5;0;4;8060,00;0,00;8060,00;1612,00;535
"KERFANY                  ";5;H;"PUR SANG";2;0;1;8060,00;0,00;8060,00;4030,00;620
"ELMADI                   ";7;F;"CHEVAL AUTRE QUE PUR SANG";6;0;4;8040,00;0,00;8040,00;1340,00;470
"DELPHI BOUM              ";5;F;"PUR SANG";4;1;1;8010,00;0,00;8010,00;2002,50;180
"RUE DE MOSCOU            ";3;F;"PUR SANG";2;0;2;7980,00;0,00;7980,00;3990,00;
"FAHAWRO                  ";6;H;"PUR SANG";6;0;3;7960,00;0,00;7960,00;1326,67;510
"ROCKY D'HERMERAIE        ";4;H;"PUR SANG";5;0;4;7955,00;0,00;7955,00;1591,00;510
"PRINCE QUALI             ";4;H;"PUR SANG";3;1;1;7950,00;0,00;7950,00;2650,00;590
"DELLA BEAUTIFUL          ";4;F;"PUR SANG";7;1;2;7950,00;0,00;7950,00;1135,71;530
"FOLLY FOOT               ";6;H;"CHEVAL AUTRE QUE PUR SANG";5;0;2;7950,00;0,00;7950,00;1590,00;560
"HONORIO FLAG             ";4;H;"PUR SANG";11;0;5;7940,00;0,00;7940,00;721,82;485
"SYMPHONY DU LEMO         ";5;F;"PUR SANG";2;1;1;7920,00;0,00;7920,00;3960,00;530
"CAMPINAS                 ";6;H;"PUR SANG";2;1;1;7920,00;0,00;7920,00;3960,00;590
"MESTER                   ";6;H;"PUR SANG";5;0;1;7920,00;0,00;7920,00;1584,00;515
"ONE WAY                  ";9;H;"PUR SANG";9;0;6;7920,00;0,00;7920,00;880,00;470
"HISTORY DE CHOISEL       ";4;F;"PUR SANG";5;0;4;7915,00;0,00;7915,00;1583,00;530
"SILVER DU BRIZAIS        ";10;H;"PUR SANG";6;0;4;7880,00;0,00;7880,00;1313,33;500
"ROCK THE RACE            ";10;H;"PUR SANG";3;0;3;7880,00;0,00;7880,00;2626,67;570
"HALCO DE BERSY           ";4;H;"CHEVAL AUTRE QUE PUR SANG";7;0;5;7845,00;0,00;7845,00;1120,71;510
"KAP MY LOVE              ";4;F;"PUR SANG";4;0;3;7820,00;0,00;7820,00;1955,00;535
"ALLIED FORCE             ";7;H;"PUR SANG";4;0;2;7780,00;0,00;7780,00;1945,00;520
"BALLING TO WIN           ";4;H;"PUR SANG";5;1;1;7760,00;0,00;7760,00;1552,00;540
"FUEGO DE SOMOZA          ";6;H;"PUR SANG";2;0;2;7760,00;0,00;7760,00;3880,00;540
"EPSILANE                 ";7;F;"CHEVAL AUTRE QUE PUR SANG";3;1;1;7755,00;0,00;7755,00;2585,00;540
"POONAM                   ";10;H;"PUR SANG";7;1;1;7755,00;0,00;7755,00;1107,86;
"STONY STREAM             ";7;H;"PUR SANG";4;0;3;7730,00;0,00;7730,00;1932,50;515
"CYBEL DE LA BRUNIE       ";9;F;"CHEVAL AUTRE QUE PUR SANG";4;1;2;7715,00;0,00;7715,00;1928,75;470
"SAHANA                   ";4;F;"PUR SANG";5;0;5;7710,00;0,00;7710,00;1542,00;530
"SAALUSTE                 ";6;H;"PUR SANG";5;0;3;7700,00;0,00;7700,00;1540,00;490
"GIMS                     ";4;H;"PUR SANG";2;1;0;7680,00;0,00;7680,00;3840,00;310
"ICI AVRILLY              ";3;F;"CHEVAL AUTRE QUE PUR SANG";4;1;0;7680,00;0,00;7680,00;1920,00;570
"OXYGEN                   ";3;H;"PUR SANG";1;1;0;7680,00;0,00;7680,00;7680,00;
"AFFORTUNATO              ";5;H;"PUR SANG";3;1;0;7680,00;0,00;7680,00;2560,00;555
"JOYEUX NOEL              ";3;H;"PUR SANG";2;1;0;7680,00;0,00;7680,00;3840,00;
"HYDROGENE                ";4;H;"CHEVAL AUTRE QUE PUR SANG";3;1;0;7680,00;0,00;7680,00;2560,00;
"BRUMEUSE                 ";10;F;"CHEVAL AUTRE QUE PUR SANG";1;1;0;7680,00;0,00;7680,00;7680,00;
"GUE DU LOUP              ";5;H;"PUR SANG";1;1;0;7680,00;0,00;7680,00;7680,00;570
"GREAT QASH               ";5;H;"CHEVAL AUTRE QUE PUR SANG";3;1;0;7680,00;0,00;7680,00;2560,00;
"NO SHOES ON              ";4;F;"PUR SANG";5;1;0;7680,00;0,00;7680,00;1536,00;560
"KINCSEM PARK             ";4;F;"PUR SANG";4;1;0;7680,00;0,00;7680,00;1920,00;535
"BEAUTIFUL MAULDE         ";5;F;"PUR SANG";1;1;0;7680,00;0,00;7680,00;7680,00;585
"GENTLEMAN D'ATHON        ";5;H;"CHEVAL AUTRE QUE PUR SANG";1;1;0;7680,00;0,00;7680,00;7680,00;
"LA RENOMMEE              ";3;F;"PUR SANG";1;1;0;7680,00;0,00;7680,00;7680,00;
"GITANO AA                ";5;H;ANGLO-ARABE;2;1;0;7680,00;0,00;7680,00;3840,00;
"GAELICK KAP              ";8;F;"PUR SANG";3;0;2;7680,00;0,00;7680,00;2560,00;550
"DEFI DES MOTTES          ";8;H;"CHEVAL AUTRE QUE PUR SANG";7;0;6;7655,00;0,00;7655,00;1093,57;475
"PROJECT FEAR             ";4;H;"PUR SANG";7;0;4;7630,00;0,00;7630,00;1090,00;505
"GOLDEN KLASS             ";5;F;"CHEVAL AUTRE QUE PUR SANG";2;0;2;7620,00;0,00;7620,00;3810,00;565
"DALTAROCK                ";12;H;"PUR SANG";5;0;5;7615,00;0,00;7615,00;1523,00;480
"BALTIKA EMERY            ";3;F;"PUR SANG";5;0;3;7580,00;0,00;7580,00;1516,00;550
"PEGASUS BEY              ";5;H;"PUR SANG";5;0;5;7570,00;0,00;7570,00;1514,00;505
"GEORGES                  ";5;H;"PUR SANG";4;0;3;7560,00;0,00;7560,00;1890,00;550
"APPLE'S BALEZE           ";6;H;"PUR SANG";3;0;3;7560,00;0,00;7560,00;2520,00;540
"IGLESIA                  ";3;F;"PUR SANG";2;0;2;7560,00;0,00;7560,00;3780,00;
"HILLICO CONTI            ";4;H;"PUR SANG";3;0;3;7560,00;0,00;7560,00;2520,00;550
"FLEUR VERTE              ";4;F;"PUR SANG";2;0;2;7490,00;0,00;7490,00;3745,00;580
"LE METEQUE               ";8;H;"PUR SANG";11;0;4;7480,00;0,00;7480,00;680,00;480
"GREAT ESCAPE             ";5;F;"PUR SANG";7;0;4;7480,00;0,00;7480,00;1068,57;555
"BOUMBA                   ";7;F;"PUR SANG";2;1;1;7475,00;0,00;7475,00;3737,50;
"FLORE D'AINAY            ";6;F;"CHEVAL AUTRE QUE PUR SANG";5;1;1;7475,00;0,00;7475,00;1495,00;
"DANCEBLUESPAIX           ";5;H;"PUR SANG";4;0;3;7475,00;0,00;7475,00;1868,75;530
"GIGOLO DES MOTTES        ";5;H;"CHEVAL AUTRE QUE PUR SANG";6;0;3;7475,00;0,00;7475,00;1245,83;490
"MY SYS                   ";5;H;"PUR SANG";3;1;1;7440,00;0,00;7440,00;2480,00;520
"INVICTER                 ";8;H;"PUR SANG";1;0;1;7420,00;0,00;7420,00;7420,00;660
"ILLIADE DE SIVOLA        ";3;F;"PUR SANG";5;1;2;7400,00;0,00;7400,00;1480,00;555
"LA MOME                  ";6;F;"PUR SANG";2;0;2;7395,00;0,00;7395,00;3697,50;580
"ILE DU LARGE             ";3;F;"PUR SANG";4;0;4;7390,00;0,00;7390,00;1847,50;580
"PHARAON                  ";4;H;"PUR SANG";3;0;3;7390,00;0,00;7390,00;2463,33;540
"ELITE DE BELLOUET        ";5;F;"PUR SANG";5;0;4;7380,00;0,00;7380,00;1476,00;505
"GRACIOSO                 ";5;H;"CHEVAL AUTRE QUE PUR SANG";5;0;3;7375,00;0,00;7375,00;1475,00;500
"DOUCEURF                 ";8;F;"PUR SANG";2;1;1;7320,00;0,00;7320,00;3660,00;530
"JOSHUA'S HEART           ";4;H;"PUR SANG";4;0;2;7300,00;0,00;7300,00;1825,00;540
"INDIAN SONG              ";4;F;"PUR SANG";9;0;4;7290,00;0,00;7290,00;810,00;225
"HOPLA D'ACE              ";4;H;"CHEVAL AUTRE QUE PUR SANG";4;0;3;7290,00;0,00;7290,00;1822,50;570
"GARIBAL                  ";5;H;"PUR SANG";2;0;1;7280,00;0,00;7280,00;3640,00;580
"GOLDEN VAL               ";7;H;"PUR SANG";2;0;1;7280,00;0,00;7280,00;3640,00;560
"DELAVO                   ";5;H;"PUR SANG";4;0;3;7265,00;0,00;7265,00;1816,25;550
"DON DU CIEL              ";8;H;"CHEVAL AUTRE QUE PUR SANG";3;0;3;7260,00;0,00;7260,00;2420,00;
"MAURICIUS                ";5;H;"PUR SANG";5;0;3;7255,00;0,00;7255,00;1451,00;615
"FAST ROUGE               ";6;F;"CHEVAL AUTRE QUE PUR SANG";5;0;4;7245,00;0,00;7245,00;1449,00;525
"HALASKING                ";4;H;"CHEVAL AUTRE QUE PUR SANG";6;0;4;7225,00;0,00;7225,00;1204,17;510
"AZIYADE                  ";3;F;"PUR SANG";2;0;2;7220,00;0,00;7220,00;3610,00;
"HENVOL DE CHABA          ";4;H;"CHEVAL AUTRE QUE PUR SANG";3;0;3;7215,00;0,00;7215,00;2405,00;560
"GET VINGT SEPT           ";5;H;"CHEVAL AUTRE QUE PUR SANG";1;0;1;7200,00;0,00;7200,00;7200,00;625
"ACIGNEE                  ";3;F;"PUR SANG";1;0;1;7200,00;0,00;7200,00;7200,00;310
"HANOI HILTON             ";5;F;"PUR SANG";3;0;1;7200,00;0,00;7200,00;2400,00;580
"FALBALA LE DUN           ";6;F;"PUR SANG";4;0;1;7200,00;0,00;7200,00;1800,00;530
"FOLK DU PECOS AA         ";7;H;ANGLO-ARABE;1;0;1;7200,00;0,00;7200,00;7200,00;535
"ICE COAST                ";3;H;"CHEVAL AUTRE QUE PUR SANG";2;0;2;7200,00;0,00;7200,00;3600,00;
"GARDE KAP                ";4;F;"PUR SANG";5;0;2;7200,00;0,00;7200,00;1440,00;535
"GALIEN DE LAGARDE AA     ";5;H;"ANGLO-ARABE DE COMPLEMENT";1;0;1;7200,00;0,00;7200,00;7200,00;
"LES ELFES                ";6;F;"PUR SANG";3;1;1;7185,00;0,00;7185,00;2395,00;560
"LILIBELL BEY             ";9;F;"PUR SANG";3;0;3;7180,00;0,00;7180,00;2393,33;
"QUART DE GARDE           ";6;H;"PUR SANG";6;0;4;7145,00;0,00;7145,00;1190,83;510
"ROYAL CAYMAN             ";4;H;"PUR SANG";1;0;1;7130,00;0,00;7130,00;7130,00;
"IBERIAN                  ";4;F;"PUR SANG";1;0;1;7130,00;0,00;7130,00;7130,00;
"QUART DE COING           ";7;H;"PUR SANG";4;0;3;7080,00;0,00;7080,00;1770,00;500
"ROI DES AS               ";4;H;"PUR SANG";4;0;3;7070,00;0,00;7070,00;1767,50;540
"ECLAIR DES BRIERES       ";7;H;"PUR SANG";9;1;3;7050,00;0,00;7050,00;783,33;485
"GRAFFPINK DE KERZA       ";5;F;"CHEVAL AUTRE QUE PUR SANG";3;1;1;7050,00;0,00;7050,00;2350,00;535
"BABY TURF                ";6;F;"PUR SANG";5;1;2;7045,00;0,00;7045,00;1409,00;520
"HABIT DU ROI             ";4;H;"PUR SANG";4;0;2;7040,00;0,00;7040,00;1760,00;540
"ELARIAC DE LOUED         ";7;H;"CHEVAL AUTRE QUE PUR SANG";4;0;2;7035,00;0,00;7035,00;1758,75;
"SOLDIER'S QUEEN          ";8;H;"PUR SANG";4;0;2;7025,00;0,00;7025,00;1756,25;550
"MILLIONKISS DOROUX       ";5;H;"PUR SANG";7;1;2;7020,00;0,00;7020,00;1002,86;490
"TRAPRAIN LAW             ";3;H;"PUR SANG";1;0;1;7020,00;0,00;7020,00;7020,00;
"JAGUAR DU BERLAIS        ";3;H;"PUR SANG";1;0;1;7020,00;0,00;7020,00;7020,00;
"INE ANJOU                ";3;F;"PUR SANG";1;0;1;7020,00;0,00;7020,00;7020,00;
"ARDCROSS                 ";7;H;"PUR SANG";3;0;3;7005,00;0,00;7005,00;2335,00;535
"MONFLEUR DU LIA          ";10;H;"*ANGLO-ARABE COMPLEMENT*";2;0;2;7000,00;0,00;7000,00;3500,00;535
"MEREDITH                 ";6;F;"PUR SANG";1;0;1;7000,00;0,00;7000,00;7000,00;630
"SPALIBURG ROSETGRI       ";10;H;"PUR SANG";3;1;1;6995,00;0,00;6995,00;2331,67;500
"GALA DES MOTTES          ";5;F;"CHEVAL AUTRE QUE PUR SANG";4;0;3;6995,00;0,00;6995,00;1748,75;530
"SHERMAN                  ";11;H;"PUR SANG";2;0;2;6960,00;0,00;6960,00;3480,00;490
"MADAME MOONIE            ";4;F;"PUR SANG";2;1;1;6945,00;0,00;6945,00;3472,50;
"EXTREME                  ";7;F;"CHEVAL AUTRE QUE PUR SANG";3;0;3;6935,00;0,00;6935,00;2311,67;520
"LA ROSSA                 ";7;F;"PUR SANG";9;1;2;6930,00;0,00;6930,00;770,00;490
"PREMIERE TENTATIVE       ";5;F;"PUR SANG";3;0;3;6930,00;0,00;6930,00;2310,00;555
"ONE CALL AWAY            ";5;F;"PUR SANG";5;0;3;6930,00;0,00;6930,00;1386,00;500
"ISAAC D'AUBRELLE         ";3;H;"PUR SANG";4;0;3;6920,00;0,00;6920,00;1730,00;545
"DAVANTI SAN GUIDO        ";6;H;"PUR SANG";9;0;5;6920,00;0,00;6920,00;768,89;485
"LA PANTHERE GRISE        ";4;F;"PUR SANG";10;1;1;6900,00;0,00;6900,00;690,00;490
"GENGIS KHEL              ";5;H;"CHEVAL AUTRE QUE PUR SANG";4;0;2;6900,00;0,00;6900,00;1725,00;530
"FUNCKY BOY               ";4;H;"PUR SANG";4;0;4;6900,00;0,00;6900,00;1725,00;540
"HELLO DE SIVOLA          ";4;F;"PUR SANG";3;0;3;6900,00;0,00;6900,00;2300,00;520
"HISTORIQUE RECONCE       ";4;F;"PUR SANG";5;0;3;6900,00;0,00;6900,00;1380,00;530
"HITADOR                  ";4;H;"CHEVAL AUTRE QUE PUR SANG";3;0;2;6880,00;0,00;6880,00;2293,33;
"GAMBADE GIL              ";5;F;"CHEVAL AUTRE QUE PUR SANG";2;0;2;6880,00;0,00;6880,00;3440,00;
"KERCHOP                  ";6;H;"PUR SANG";4;0;3;6880,00;0,00;6880,00;1720,00;
"CAPTAIN SPEAKING         ";6;H;"PUR SANG";3;0;2;6860,00;0,00;6860,00;2286,67;540
"FIGUE                    ";6;F;"CHEVAL AUTRE QUE PUR SANG";2;0;2;6860,00;0,00;6860,00;3430,00;
"BOARD MEMBER             ";4;H;"PUR SANG";4;0;4;6850,00;0,00;6850,00;1712,50;520
"SPRING OF DREAM          ";5;F;"PUR SANG";3;0;2;6845,00;0,00;6845,00;2281,67;515
"SANTANA DU BERLAIS       ";8;H;"PUR SANG";4;0;2;6840,00;0,00;6840,00;1710,00;470
"MOONLIGHT BLUE           ";11;H;"PUR SANG";5;0;3;6840,00;0,00;6840,00;1368,00;470
"LIVE YOUR DREAM          ";4;H;"PUR SANG";8;0;5;6835,00;0,00;6835,00;854,38;500
"BEAUTY DU BREUIL         ";10;F;"CHEVAL AUTRE QUE PUR SANG";3;1;1;6825,00;0,00;6825,00;2275,00;
"DARK WOOD                ";8;H;"CHEVAL AUTRE QUE PUR SANG";3;1;1;6825,00;0,00;6825,00;2275,00;
"SIMBOLIC                 ";6;F;"PUR SANG";5;0;4;6825,00;0,00;6825,00;1365,00;480
"FEU DU LARGE             ";6;H;"CHEVAL AUTRE QUE PUR SANG";4;0;3;6825,00;0,00;6825,00;1706,25;505
"SAINT EMPEREUR           ";8;H;"PUR SANG";4;0;3;6825,00;0,00;6825,00;1706,25;520
"PAMPACRET                ";4;H;"PUR SANG";2;0;2;6820,00;0,00;6820,00;3410,00;
"ELITE ROCK               ";4;F;"PUR SANG";2;0;2;6820,00;0,00;6820,00;3410,00;600
"BARON GUEULATIS          ";10;H;"CHEVAL AUTRE QUE PUR SANG";6;0;3;6810,00;0,00;6810,00;1135,00;490
"DON IRON                 ";9;H;"PUR SANG";7;0;4;6800,00;0,00;6800,00;971,43;470
"MAGIC LEG'S              ";5;F;"PUR SANG";5;0;3;6795,00;0,00;6795,00;1359,00;510
"FIUMICINA                ";4;F;"PUR SANG";4;0;3;6780,00;0,00;6780,00;1695,00;550
"LAND BARON               ";13;H;"PUR SANG";4;0;3;6765,00;0,00;6765,00;1691,25;490
"FULL TIME                ";5;F;"PUR SANG";2;0;1;6760,00;0,00;6760,00;3380,00;590
"GOUT DU BONHEUR          ";5;H;"CHEVAL AUTRE QUE PUR SANG";1;0;1;6760,00;0,00;6760,00;6760,00;
"LA MARIANA               ";4;F;"PUR SANG";2;0;1;6760,00;0,00;6760,00;3380,00;570
"I'M WALKIN'              ";4;H;"PUR SANG";2;0;1;6750,00;0,00;6750,00;3375,00;645
"CHEZ PEDRO               ";9;H;"PUR SANG";3;0;2;6750,00;0,00;6750,00;2250,00;
"ADRIANA DU LYS           ";4;F;"PUR SANG";4;0;3;6750,00;0,00;6750,00;1687,50;540
"BALLIVERRY               ";8;H;"PUR SANG";2;1;0;6720,00;0,00;6720,00;3360,00;500
"ERAMBO                   ";7;H;"CHEVAL AUTRE QUE PUR SANG";5;0;3;6720,00;0,00;6720,00;1344,00;520
"LE MANOIR                ";5;H;"PUR SANG";8;0;4;6715,00;0,00;6715,00;839,38;490
"EUROPEAN BLUE            ";6;H;"PUR SANG";5;0;4;6715,00;0,00;6715,00;1343,00;490
"GAMZA                    ";5;F;"PUR SANG";4;1;1;6710,00;0,00;6710,00;1677,50;500
"GOLDEN TOUCH             ";4;F;"PUR SANG";9;0;5;6710,00;0,00;6710,00;745,56;490
"BLOUZEUR                 ";4;H;"PUR SANG";5;1;2;6705,00;0,00;6705,00;1341,00;520
