Cheval;Âge;Sexe;Race;Courses;Victoires;Places;"Allocation tot.";"Prime Prop.";"Alloc. + Prime Prop.";"Gain moyen";Valeur
"BRUNCH ROYAL             ";8;H;"PUR SANG";3;1;1;20640,00;0,00;20640,00;6880,00;
"GARDAHIA                 ";5;F;"CHEVAL AUTRE QUE PUR SANG";4;1;1;20600,00;0,00;20600,00;5150,00;600
"HENRY D'ANJOU            ";4;H;"CHEVAL AUTRE QUE PUR SANG";2;1;1;20600,00;0,00;20600,00;10300,00;625
"ROCHEPOT                 ";4;H;"PUR SANG";5;1;4;20580,00;0,00;20580,00;4116,00;590
"AURFEVRE AA              ";8;F;"ANGLO-ARABE DE COMPLEMENT";4;1;3;20555,00;0,00;20555,00;5138,75;
"COEURQUIVALSE            ";4;F;"PUR SANG";6;2;3;20540,00;0,00;20540,00;3423,33;530
"HARRY DE BALME           ";4;H;"PUR SANG";6;1;5;20540,00;0,00;20540,00;3423,33;550
"RHONE                    ";3;H;"PUR SANG";8;0;7;20525,00;0,00;20525,00;2565,63;580
"FUNWAY                   ";4;H;"PUR SANG";6;2;4;20385,00;0,00;20385,00;3397,50;560
"GODEWAERSVELDE           ";5;H;"PUR SANG";4;2;1;20360,00;0,00;20360,00;5090,00;605
"KAP ET PAS CAP           ";8;H;"PUR SANG";5;1;2;20240,00;0,00;20240,00;4048,00;570
"KONIG DE NOE             ";5;H;"PUR SANG";3;2;1;20220,00;0,00;20220,00;6740,00;590
"TSAR NOIR                ";8;H;"PUR SANG";6;1;1;20220,00;0,00;20220,00;3370,00;510
"IMITATEUR                ";3;H;"PUR SANG";3;0;3;20220,00;0,00;20220,00;6740,00;595
"C'EST LE BOUQUET         ";9;H;"PUR SANG";5;1;3;20200,00;0,00;20200,00;4040,00;660
"MY WAY                   ";6;H;"PUR SANG";5;1;2;20190,00;0,00;20190,00;4038,00;630
"MENTOR DES OBEAUX        ";5;H;"PUR SANG";6;1;2;20165,00;0,00;20165,00;3360,83;535
"GRILLON DE MONTY         ";6;H;"PUR SANG";6;3;0;20160,00;0,00;20160,00;3360,00;530
"DOLINIGHT                ";8;F;"CHEVAL AUTRE QUE PUR SANG";3;2;0;20160,00;0,00;20160,00;6720,00;490
"ISPANOZA                 ";3;F;"PUR SANG";3;2;0;20160,00;0,00;20160,00;6720,00;660
"HEDESH                   ";4;H;"CHEVAL AUTRE QUE PUR SANG";4;0;4;20140,00;0,00;20140,00;5035,00;620
"SINNETIC                 ";4;H;"PUR SANG";5;0;5;20135,00;0,00;20135,00;4027,00;590
"ETOURNEAU                ";7;H;"PUR SANG";3;1;2;20120,00;0,00;20120,00;6706,67;555
"AURORE VERTE             ";3;F;"PUR SANG";5;0;4;20070,00;0,00;20070,00;4014,00;600
"LULU AU TOGO             ";4;H;"PUR SANG";5;0;5;20060,00;0,00;20060,00;4012,00;585
"CHABALKO                 ";9;H;"PUR SANG";6;0;3;20040,00;0,00;20040,00;3340,00;565
"FLEUR DE BRUEYRE         ";7;F;"PUR SANG";9;0;6;20010,00;0,00;20010,00;2223,33;505
"FARO DE KERSER           ";6;H;"PUR SANG";3;0;3;20000,00;0,00;20000,00;6666,67;610
"EASTER SUNDAY            ";3;H;"PUR SANG";7;0;5;19960,00;0,00;19960,00;2851,43;590
"OEUVRE DU MAITRE         ";4;F;"PUR SANG";5;2;2;19930,00;0,00;19930,00;3986,00;530
"JOLY HERITIERE           ";4;F;"PUR SANG";5;1;2;19930,00;0,00;19930,00;3986,00;600
"JAP CHOPE                ";3;F;"PUR SANG";3;1;2;19920,00;0,00;19920,00;6640,00;600
"BEAUMONT EN AUGE         ";6;H;"PUR SANG";8;1;7;19910,00;0,00;19910,00;2488,75;505
"KING GOUBERT             ";8;H;"PUR SANG";6;0;4;19900,00;0,00;19900,00;3316,67;520
"FRENCH BIRD              ";6;F;"CHEVAL AUTRE QUE PUR SANG";4;1;3;19880,00;0,00;19880,00;4970,00;580
"DAFFODIL ROSE            ";8;H;"CHEVAL AUTRE QUE PUR SANG";5;1;2;19880,00;0,00;19880,00;3976,00;
"SAMBANA DU BERLAIS       ";5;F;"PUR SANG";5;1;2;19870,00;0,00;19870,00;3974,00;570
"CQUILEPATRON             ";4;H;"PUR SANG";11;0;9;19860,00;0,00;19860,00;1805,45;500
"BLACK'N ROSES            ";7;H;"PUR SANG";8;0;5;19785,00;0,00;19785,00;2473,13;
"ANCA                     ";4;F;"PUR SANG";7;0;6;19775,00;0,00;19775,00;2825,00;550
"ELCOND'OR FORLONGE       ";5;H;"PUR SANG";5;1;4;19680,00;0,00;19680,00;3936,00;520
"HAWAI TREE               ";4;F;"CHEVAL AUTRE QUE PUR SANG";2;0;2;19665,00;0,00;19665,00;9832,50;630
"ROSE DES BRIERES         ";9;F;"PUR SANG";9;2;4;19635,00;0,00;19635,00;2181,67;150
"BARCAROLLE               ";6;F;"PUR SANG";9;1;4;19560,00;0,00;19560,00;2173,33;520
"GIORGINA                 ";4;F;"PUR SANG";7;1;6;19540,00;0,00;19540,00;2791,43;540
"TOPAZE MYSTIQUE          ";4;F;"PUR SANG";10;1;7;19515,00;0,00;19515,00;1951,50;520
"GOOD WORK                ";5;H;"CHEVAL AUTRE QUE PUR SANG";4;0;3;19480,00;0,00;19480,00;4870,00;565
"LION TOTO                ";8;H;"PUR SANG";6;1;4;19475,00;0,00;19475,00;3245,83;470
"BARYTHON DE VAIGE        ";5;H;"PUR SANG";4;1;3;19455,00;0,00;19455,00;4863,75;595
"HIP HOP SENAM            ";3;H;"PUR SANG";2;1;1;19450,00;0,00;19450,00;9725,00;
"HULAPALU                 ";5;F;"PUR SANG";4;2;2;19425,00;0,00;19425,00;4856,25;560
"GENIAL D'ATHON           ";5;H;"CHEVAL AUTRE QUE PUR SANG";3;0;3;19425,00;0,00;19425,00;6475,00;590
"MAGIC MARVEL             ";3;H;"PUR SANG";6;1;4;19400,00;0,00;19400,00;3233,33;595
"BARPOWER                 ";5;H;"PUR SANG";10;0;7;19370,00;0,00;19370,00;1937,00;510
"QUART DE ROI             ";9;H;"PUR SANG";5;1;3;19360,00;0,00;19360,00;3872,00;500
"LE GRAND VERT            ";5;H;"PUR SANG";5;1;2;19320,00;0,00;19320,00;3864,00;570
"GOLDEN DAWN              ";4;F;"PUR SANG";7;2;3;19250,00;0,00;19250,00;2750,00;520
"ALEX DU PIN              ";4;H;"PUR SANG";6;0;6;19250,00;0,00;19250,00;3208,33;570
"FERBLUE                  ";5;M;"PUR SANG";3;1;2;19245,00;0,00;19245,00;6415,00;620
"PINACLOUDDOWN            ";5;H;"PUR SANG";10;0;4;19235,00;0,00;19235,00;1923,50;500
"MON DOUDOU               ";3;H;"PUR SANG";6;0;6;19215,00;0,00;19215,00;3202,50;570
"C'LARTIST MAULDE         ";9;H;"CHEVAL AUTRE QUE PUR SANG";3;2;1;19200,00;0,00;19200,00;6400,00;
"MONACOVILLE              ";3;H;"PUR SANG";3;2;0;19200,00;0,00;19200,00;6400,00;610
"CELTIOR                  ";9;H;"PUR SANG";5;0;4;19145,00;0,00;19145,00;3829,00;585
"MISS LAURA               ";6;F;"PUR SANG";6;3;1;19140,00;0,00;19140,00;3190,00;
"GUS DE GENE              ";8;H;"PUR SANG";10;2;4;19140,00;0,00;19140,00;1914,00;540
"FEE DES MARAIS           ";6;F;"CHEVAL AUTRE QUE PUR SANG";6;0;4;19110,00;0,00;19110,00;3185,00;530
"HYALIN DE KERZA          ";4;H;"CHEVAL AUTRE QUE PUR SANG";6;0;5;19090,00;0,00;19090,00;3181,67;560
"GALLOX                   ";5;H;"CHEVAL AUTRE QUE PUR SANG";2;1;1;19080,00;0,00;19080,00;9540,00;595
"HARMONIE ROQUE           ";4;F;"PUR SANG";8;1;4;19065,00;0,00;19065,00;2383,13;530
"GINO DINO                ";5;H;"CHEVAL AUTRE QUE PUR SANG";3;0;3;19035,00;0,00;19035,00;6345,00;555
"GENTLEMAN DE REVE        ";5;H;"CHEVAL AUTRE QUE PUR SANG";8;2;4;19015,00;0,00;19015,00;2376,88;540
"KERBOCHET                ";6;H;"PUR SANG";4;1;3;18980,00;0,00;18980,00;4745,00;585
"LA COMTESSE BLEU         ";4;F;"PUR SANG";7;0;5;18980,00;0,00;18980,00;2711,43;500
"HYGHLINER GREAT          ";4;H;"PUR SANG";3;1;2;18875,00;0,00;18875,00;6291,67;560
"SAPANORIA                ";5;F;"PUR SANG";4;1;2;18860,00;0,00;18860,00;4715,00;550
"MOODLY                   ";6;F;"PUR SANG";5;1;4;18805,00;0,00;18805,00;3761,00;565
"AZER                     ";5;M;"PUR SANG";7;2;3;18790,00;0,00;18790,00;2684,29;530
"VESROLI                  ";8;H;"PUR SANG";6;3;1;18780,00;0,00;18780,00;3130,00;550
"AVOCETTE                 ";4;F;"PUR SANG";5;2;1;18780,00;0,00;18780,00;3756,00;600
"CREALION                 ";5;H;"PUR SANG";4;2;0;18720,00;0,00;18720,00;4680,00;590
"COEUR NANTAIS            ";5;H;"PUR SANG";4;1;2;18720,00;0,00;18720,00;4680,00;575
"DROIT DE VETO            ";8;H;"PUR SANG";7;0;3;18720,00;0,00;18720,00;2674,29;540
"HELSINKI NOLIMIT         ";4;H;"PUR SANG";4;1;3;18700,00;0,00;18700,00;4675,00;570
"ESPOIR DU GRILLON        ";7;H;"PUR SANG";6;0;5;18670,00;0,00;18670,00;3111,67;535
"GAIA LUDOISE             ";5;F;"CHEVAL AUTRE QUE PUR SANG";7;1;3;18635,00;0,00;18635,00;2662,14;550
"DUCK'S BOUILLE           ";3;F;"PUR SANG";3;2;1;18620,00;0,00;18620,00;6206,67;
"BELLE CAPITAINE          ";6;F;"PUR SANG";9;0;7;18590,00;0,00;18590,00;2065,56;540
"GARANTI OR               ";5;H;"CHEVAL AUTRE QUE PUR SANG";4;2;1;18570,00;0,00;18570,00;4642,50;570
"KHAGE                    ";8;H;"PUR SANG";7;2;3;18570,00;0,00;18570,00;2652,86;540
"MILOS                    ";4;F;"PUR SANG";5;0;4;18570,00;0,00;18570,00;3714,00;570
"GIOTTO DES PLACHIS       ";5;H;"CHEVAL AUTRE QUE PUR SANG";5;1;3;18545,00;0,00;18545,00;3709,00;530
"BASSMATCHI               ";4;H;"PUR SANG";6;1;3;18520,00;0,00;18520,00;3086,67;565
"PELIGRIS                 ";5;F;"PUR SANG";6;0;5;18510,00;0,00;18510,00;3085,00;530
"BALTIKA TALISKER         ";5;F;"PUR SANG";7;1;6;18490,00;0,00;18490,00;2641,43;520
"MON GUILLAUME            ";10;H;"PUR SANG";6;1;5;18460,00;0,00;18460,00;3076,67;515
"IRON DES MOTTES          ";3;H;"PUR SANG";3;2;1;18380,00;0,00;18380,00;6126,67;
"ZAD TO SEA               ";6;F;"PUR SANG";9;1;7;18380,00;0,00;18380,00;2042,22;515
"INFINITE                 ";4;F;"PUR SANG";6;1;4;18380,00;0,00;18380,00;3063,33;540
"POLITIKAR                ";9;H;"PUR SANG";4;2;2;18375,00;0,00;18375,00;4593,75;620
"GOLDCHOP                 ";6;H;"PUR SANG";8;2;3;18360,00;0,00;18360,00;2295,00;
"ADSUM                    ";4;F;"PUR SANG";9;2;4;18300,00;0,00;18300,00;2033,33;510
"PLUMIX                   ";11;H;"PUR SANG";7;1;5;18250,00;0,00;18250,00;2607,14;
"NAT KING                 ";4;H;"PUR SANG";8;1;4;18230,00;0,00;18230,00;2278,75;560
"ALLEGORIE DE VASSY       ";4;F;"PUR SANG";2;0;2;18220,00;0,00;18220,00;9110,00;605
"TITE GOUL                ";5;F;"PUR SANG";11;1;4;18125,00;0,00;18125,00;1647,73;515
"HIPPARION                ";4;H;"CHEVAL AUTRE QUE PUR SANG";5;1;4;18120,00;0,00;18120,00;3624,00;560
"HARISSA DOUCE            ";4;F;"CHEVAL AUTRE QUE PUR SANG";3;1;2;18040,00;0,00;18040,00;6013,33;
"KERADAM                  ";4;H;"PUR SANG";14;0;12;18030,00;0,00;18030,00;1287,86;485
"STARKO                   ";8;H;"PUR SANG";5;0;5;18020,00;0,00;18020,00;3604,00;550
"FOU DE REVE              ";6;H;"CHEVAL AUTRE QUE PUR SANG";3;0;3;18000,00;0,00;18000,00;6000,00;
"CAPIVARI                 ";9;H;"PUR SANG";3;0;1;18000,00;0,00;18000,00;6000,00;620
"HEIDI STAR               ";4;F;"PUR SANG";7;1;5;17980,00;0,00;17980,00;2568,57;545
"HAPPY ROQUE              ";4;F;"PUR SANG";6;0;3;17960,00;0,00;17960,00;2993,33;580
"SACHA GREEN              ";8;H;"PUR SANG";8;1;4;17950,00;0,00;17950,00;2243,75;550
"THE CORE                 ";4;F;"PUR SANG";5;2;3;17925,00;0,00;17925,00;3585,00;550
"HABITANTE                ";4;F;"CHEVAL AUTRE QUE PUR SANG";6;1;4;17915,00;0,00;17915,00;2985,83;555
"ZINOA                    ";3;F;"PUR SANG";5;0;4;17915,00;0,00;17915,00;3583,00;
"ALTUS                    ";6;H;"PUR SANG";4;2;1;17900,00;0,00;17900,00;4475,00;600
"COOPER DES ONGRAIS       ";9;H;"PUR SANG";5;1;3;17850,00;0,00;17850,00;3570,00;
"WINNEYEV                 ";10;H;"PUR SANG";4;0;4;17845,00;0,00;17845,00;4461,25;660
"RAPPEUR DES MOTTES       ";9;H;"PUR SANG";4;2;1;17820,00;0,00;17820,00;4455,00;
"FROSTINATOR              ";7;H;"PUR SANG";5;1;3;17820,00;0,00;17820,00;3564,00;520
"MASTER ONE               ";5;H;"PUR SANG";9;0;5;17800,00;0,00;17800,00;1977,78;490
"GRANDE LEGENDE           ";5;F;"PUR SANG";8;1;5;17795,00;0,00;17795,00;2224,38;535
"CRACK MATH               ";9;H;"CHEVAL AUTRE QUE PUR SANG";7;0;6;17785,00;0,00;17785,00;2540,71;525
"FLORELA DU MONT          ";10;F;"*ANGLO-ARABE COMPLEMENT*";4;0;3;17760,00;0,00;17760,00;4440,00;
"ALL GOLD                 ";5;F;"PUR SANG";9;1;7;17730,00;0,00;17730,00;1970,00;530
"CATSOU DES MAJ           ";9;H;"ANGLO-ARABE DE COMPLEMENT";5;0;4;17670,00;0,00;17670,00;3534,00;
"BOLID DU MATHAN          ";7;H;"PUR SANG";6;2;1;17660,00;0,00;17660,00;2943,33;560
"BLACKWOOD                ";4;H;"PUR SANG";4;1;2;17640,00;0,00;17640,00;4410,00;600
"RISKAYA                  ";3;F;"PUR SANG";5;1;3;17600,00;0,00;17600,00;3520,00;600
"PTITURF                  ";8;H;"PUR SANG";6;1;4;17595,00;0,00;17595,00;2932,50;535
"HARMONIE DE L'ARIE       ";4;F;"CHEVAL AUTRE QUE PUR SANG";6;2;4;17580,00;0,00;17580,00;2930,00;525
"SHINE BABY SHINE         ";6;H;"PUR SANG";6;2;2;17555,00;0,00;17555,00;2925,83;500
"CHIC PARKER AA           ";5;H;ANGLO-ARABE;4;0;3;17550,00;0,00;17550,00;4387,50;545
"HANNALISA                ";4;F;"PUR SANG";4;1;3;17540,00;0,00;17540,00;4385,00;560
"PAPILLE D'OR             ";9;H;"PUR SANG";4;0;3;17525,00;0,00;17525,00;4381,25;520
"ANTIDOTE                 ";3;F;"PUR SANG";9;0;7;17505,00;0,00;17505,00;1945,00;550
"RONALD PUMP              ";8;H;"PUR SANG";1;0;1;17500,00;0,00;17500,00;17500,00;710
"RHODAX                   ";7;H;"PUR SANG";8;0;4;17490,00;0,00;17490,00;2186,25;560
"VOLKOV JELOIS            ";5;H;"PUR SANG";4;0;3;17455,00;0,00;17455,00;4363,75;630
"HIPSTER PARADISE         ";4;H;"CHEVAL AUTRE QUE PUR SANG";5;2;2;17430,00;0,00;17430,00;3486,00;560
"HONDA DES MOTTES         ";4;F;"CHEVAL AUTRE QUE PUR SANG";3;0;3;17420,00;0,00;17420,00;5806,67;610
"MONTEPERTUSO             ";6;H;"PUR SANG";6;0;6;17415,00;0,00;17415,00;2902,50;540
"HONNEUR DES OBEAUX       ";7;H;"PUR SANG";3;1;2;17380,00;0,00;17380,00;5793,33;550
"FIRST FOAL               ";6;H;"CHEVAL AUTRE QUE PUR SANG";4;1;3;17310,00;0,00;17310,00;4327,50;520
"MAESTRANZA AA            ";3;F;"ANGLO-ARABE DE COMPLEMENT";2;2;0;17280,00;0,00;17280,00;8640,00;
"ANZORIE                  ";7;F;"PUR SANG";2;2;0;17280,00;0,00;17280,00;8640,00;600
"MASTER NONANTAIS         ";3;H;"PUR SANG";2;1;1;17280,00;0,00;17280,00;8640,00;
"VUTERA AA                ";6;H;ANGLO-ARABE;4;1;1;17260,00;0,00;17260,00;4315,00;530
"SAINT ISABE              ";3;H;"PUR SANG";7;0;5;17235,00;0,00;17235,00;2462,14;610
"RIO SALSAS               ";6;F;"PUR SANG";10;1;5;17200,00;0,00;17200,00;1720,00;500
"LORD D'EX                ";3;H;"PUR SANG";6;1;3;17180,00;0,00;17180,00;2863,33;600
"ECOUTILLE                ";7;F;"CHEVAL AUTRE QUE PUR SANG";6;1;4;17145,00;0,00;17145,00;2857,50;540
"SANS CHOISIR             ";5;H;"PUR SANG";4;1;3;17120,00;0,00;17120,00;4280,00;580
"GARRYGAL                 ";5;H;"PUR SANG";6;1;2;17060,00;0,00;17060,00;2843,33;580
"FRANSLEEN                ";6;H;"CHEVAL AUTRE QUE PUR SANG";8;1;4;17020,00;0,00;17020,00;2127,50;550
"ANNY GLORY               ";3;F;"PUR SANG";7;1;5;17015,00;0,00;17015,00;2430,71;560
"ENERGIE DES OBEAUX       ";7;F;"CHEVAL AUTRE QUE PUR SANG";4;0;4;17000,00;0,00;17000,00;4250,00;
"SIDELSKIE                ";7;F;"PUR SANG";6;1;5;16995,00;0,00;16995,00;2832,50;530
"REVE DE PRINCE           ";4;H;"PUR SANG";7;0;3;16950,00;0,00;16950,00;2421,43;525
"BENI GODS                ";5;H;"PUR SANG";11;0;8;16930,00;0,00;16930,00;1539,09;525
"CAMELION                 ";9;H;"PUR SANG";7;1;4;16925,00;0,00;16925,00;2417,86;
"FRIPONNE DE BELAIR       ";6;F;"CHEVAL AUTRE QUE PUR SANG";5;1;2;16890,00;0,00;16890,00;3378,00;590
"HISTOIRE D'EN RIRE       ";4;F;"CHEVAL AUTRE QUE PUR SANG";4;1;1;16880,00;0,00;16880,00;4220,00;560
"EVER FORGET ME           ";7;H;"CHEVAL AUTRE QUE PUR SANG";7;1;2;16850,00;0,00;16850,00;2407,14;565
"REGAXOS                  ";8;H;"PUR SANG";6;0;5;16805,00;0,00;16805,00;2800,83;515
"TIGRMAN                  ";10;H;"PUR SANG";6;2;3;16800,00;0,00;16800,00;2800,00;530
"GASBY DES PLANCHES       ";5;H;"CHEVAL AUTRE QUE PUR SANG";4;2;1;16800,00;0,00;16800,00;4200,00;590
"ORCHESTRAL DAVIS         ";4;F;"PUR SANG";7;1;6;16800,00;0,00;16800,00;2400,00;555
"QUINZE DE LA ROSE        ";9;H;"PUR SANG";2;1;0;16800,00;0,00;16800,00;8400,00;590
"FUREUR DE VIVRE          ";5;M;"PUR SANG";2;0;2;16800,00;0,00;16800,00;8400,00;640
"BOGOSS DE LA BRUNIE      ";10;H;*ANGLO-ARABE*;2;1;1;16775,00;0,00;16775,00;8387,50;
"BARBADIN                 ";4;H;"PUR SANG";6;0;3;16760,00;0,00;16760,00;2793,33;535
"HOPI BLUE                ";4;H;"CHEVAL AUTRE QUE PUR SANG";6;1;3;16750,00;0,00;16750,00;2791,67;540
"CASINO DES BOIS          ";9;H;;5;1;2;16750,00;0,00;16750,00;3350,00;520
"HOT CHOCOLATE            ";4;H;"PUR SANG";10;1;8;16740,00;0,00;16740,00;1674,00;535
"CARINO                   ";9;H;ANGLO-ARABE;6;1;3;16715,00;0,00;16715,00;2785,83;
"LORD OF WORLD            ";4;H;"PUR SANG";5;2;1;16680,00;0,00;16680,00;3336,00;585
"HABIBI LINN              ";6;H;"PUR SANG";10;0;7;16660,00;0,00;16660,00;1666,00;550
"GOLDEN PARK              ";5;F;"PUR SANG";8;1;4;16635,00;0,00;16635,00;2079,38;550
"DESIRE FOR EVER          ";3;F;"PUR SANG";4;0;4;16575,00;0,00;16575,00;4143,75;585
"A BABORD                 ";4;F;"PUR SANG";1;1;0;16560,00;0,00;16560,00;16560,00;640
"INTERSTELLA              ";3;F;"CHEVAL AUTRE QUE PUR SANG";4;1;1;16560,00;0,00;16560,00;4140,00;610
"GRANDGADOR               ";5;H;"CHEVAL AUTRE QUE PUR SANG";3;0;2;16560,00;0,00;16560,00;5520,00;600
"ABBAREZT                 ";7;H;"PUR SANG";5;1;3;16530,00;0,00;16530,00;3306,00;525
"AEDESIA                  ";4;F;"PUR SANG";9;1;6;16510,00;0,00;16510,00;1834,44;545
"FLASH DE CHENEAU         ";6;H;"CHEVAL AUTRE QUE PUR SANG";5;2;1;16500,00;0,00;16500,00;3300,00;500
"FRASCATI LAGARDE AA      ";6;H;ANGLO-ARABE;7;1;4;16490,00;0,00;16490,00;2355,71;
"MISTER VISION            ";3;H;"PUR SANG";4;0;3;16450,00;0,00;16450,00;4112,50;615
"FAIT HONNEUR             ";6;H;"CHEVAL AUTRE QUE PUR SANG";7;1;4;16410,00;0,00;16410,00;2344,29;530
"GALA D'ARTHEL            ";5;F;"CHEVAL AUTRE QUE PUR SANG";5;1;3;16380,00;0,00;16380,00;3276,00;530
"HAUT MORVAN              ";4;H;"CHEVAL AUTRE QUE PUR SANG";2;1;1;16375,00;0,00;16375,00;8187,50;630
"DASHING FILLY            ";8;F;"CHEVAL AUTRE QUE PUR SANG";2;1;1;16360,00;0,00;16360,00;8180,00;530
"FEUX DE BOIS             ";6;H;"CHEVAL AUTRE QUE PUR SANG";4;0;2;16360,00;0,00;16360,00;4090,00;530
"HOGWARTS                 ";4;F;"CHEVAL AUTRE QUE PUR SANG";5;0;4;16325,00;0,00;16325,00;3265,00;565
"WILD ONE                 ";5;H;"PUR SANG";3;2;0;16320,00;0,00;16320,00;5440,00;640
"GO FAST DU GRANVAL       ";5;H;"CHEVAL AUTRE QUE PUR SANG";2;2;0;16320,00;0,00;16320,00;8160,00;
"SICILE CHART             ";4;F;"PUR SANG";3;1;2;16310,00;0,00;16310,00;5436,67;535
"GITAN DU GITE            ";5;H;"CHEVAL AUTRE QUE PUR SANG";6;1;4;16295,00;0,00;16295,00;2715,83;550
"LUX DE LA BARRE          ";10;H;"PUR SANG";7;3;1;16290,00;0,00;16290,00;2327,14;530
"VIF ARDENT               ";7;H;"PUR SANG";2;1;1;16290,00;0,00;16290,00;8145,00;
"HOUADH                   ";5;H;"PUR SANG";6;0;3;16250,00;0,00;16250,00;2708,33;540
"LINDY HOP DAVIS          ";4;F;"PUR SANG";6;1;3;16225,00;0,00;16225,00;2704,17;560
"PRINCESS POLLY           ";4;F;"PUR SANG";5;1;4;16220,00;0,00;16220,00;3244,00;555
"SEVENTY                  ";4;F;"PUR SANG";5;0;5;16190,00;0,00;16190,00;3238,00;510
"ASTARA DE LUNE           ";9;F;"PUR SANG";6;1;1;16180,00;0,00;16180,00;2696,67;540
"HELL DREAM               ";5;F;"PUR SANG";5;1;3;16155,00;0,00;16155,00;3231,00;525
"NAAQOOS FLOW             ";5;H;"PUR SANG";6;0;5;16130,00;0,00;16130,00;2688,33;575
"PAOLO                    ";5;H;"PUR SANG";5;0;3;16120,00;0,00;16120,00;3224,00;560
"VLO D'ARSA               ";12;H;"CHEVAL AUTRE QUE PUR SANG";3;1;2;16080,00;0,00;16080,00;5360,00;
"LORCA MALPIC AA          ";5;F;"*ANGLO-ARABE COMPLEMENT*";8;1;4;16060,00;0,00;16060,00;2007,50;
"FINAGE                   ";6;H;"CHEVAL AUTRE QUE PUR SANG";8;0;6;16050,00;0,00;16050,00;2006,25;525
"PISTE D'ETOILES          ";4;F;"PUR SANG";6;2;2;16020,00;0,00;16020,00;2670,00;545
"JEWARI OF SAINTS         ";4;F;"PUR SANG";4;1;3;16020,00;0,00;16020,00;4005,00;535
"TOINE DE LENZAC          ";5;H;"PUR SANG";4;1;3;16000,00;0,00;16000,00;4000,00;540
"HOSOKAWA SPORT           ";4;F;"PUR SANG";3;1;2;15920,00;0,00;15920,00;5306,67;585
"KEEP IT REAL             ";5;H;"PUR SANG";6;1;3;15890,00;0,00;15890,00;2648,33;545
"CYBOR DEL'RAIS           ";8;H;"PUR SANG";5;1;3;15885,00;0,00;15885,00;3177,00;505
"BELLISSIMA GIRL          ";3;F;"PUR SANG";6;1;2;15875,00;0,00;15875,00;2645,83;585
"ENJEU D'ARTHEL           ";7;H;"CHEVAL AUTRE QUE PUR SANG";2;0;2;15875,00;0,00;15875,00;7937,50;660
"EL MARTEL                ";7;H;"CHEVAL AUTRE QUE PUR SANG";1;1;0;15840,00;0,00;15840,00;15840,00;630
"SAIGNON                  ";5;H;"PUR SANG";5;1;0;15840,00;0,00;15840,00;3168,00;585
"KAMI KAZE                ";10;H;"PUR SANG";6;0;4;15830,00;0,00;15830,00;2638,33;550
"INESS BERE               ";3;F;"PUR SANG";7;1;4;15800,00;0,00;15800,00;2257,14;560
"PSYCHOTIQUE              ";4;F;"PUR SANG";10;0;9;15800,00;0,00;15800,00;1580,00;490
"HERMES DE CHAMDOUX       ";3;H;"PUR SANG";2;0;2;15795,00;0,00;15795,00;7897,50;
"STORMICAYA               ";4;F;"PUR SANG";7;0;6;15785,00;0,00;15785,00;2255,00;510
"EMZO                     ";7;H;"CHEVAL AUTRE QUE PUR SANG";3;1;2;15760,00;0,00;15760,00;5253,33;550
"UN AMOUR DE RISK         ";7;H;"PUR SANG";7;1;2;15750,00;0,00;15750,00;2250,00;500
"BEAUGOS DE HOUELLE       ";6;H;"PUR SANG";7;1;3;15750,00;0,00;15750,00;2250,00;550
"BAL EXPRESS              ";5;H;"PUR SANG";7;1;3;15685,00;0,00;15685,00;2240,71;565
"WELL DONE D'OC           ";8;H;"PUR SANG";4;0;3;15680,00;0,00;15680,00;3920,00;525
"LORRAINAS                ";7;F;"PUR SANG";5;2;2;15660,00;0,00;15660,00;3132,00;530
"VADEMECUM                ";5;F;"PUR SANG";8;1;4;15620,00;0,00;15620,00;1952,50;510
"GLORIA DU MORVAN         ";5;F;"CHEVAL AUTRE QUE PUR SANG";6;2;2;15600,00;0,00;15600,00;2600,00;540
"DERBY DETE               ";8;H;"PUR SANG";4;2;1;15600,00;0,00;15600,00;3900,00;525
"KALZARI                  ";3;F;"PUR SANG";2;1;1;15600,00;0,00;15600,00;7800,00;
"HISTOIRE DE REVE         ";4;F;"CHEVAL AUTRE QUE PUR SANG";5;1;2;15590,00;0,00;15590,00;3118,00;560
"DINDIN                   ";8;H;"CHEVAL AUTRE QUE PUR SANG";5;1;2;15585,00;0,00;15585,00;3117,00;610
"C'EST QUELQU'UN          ";4;H;"PUR SANG";6;0;4;15565,00;0,00;15565,00;2594,17;565
"ILBAHANA AA              ";8;H;"*ANGLO-ARABE COMPLEMENT*";9;0;7;15545,00;0,00;15545,00;1727,22;490
"PLANTEUR DAVIER          ";6;H;"PUR SANG";8;1;2;15535,00;0,00;15535,00;1941,88;520
"EXIMIA                   ";4;F;"PUR SANG";7;1;2;15520,00;0,00;15520,00;2217,14;535
"DILZANA                  ";4;F;"PUR SANG";5;1;3;15520,00;0,00;15520,00;3104,00;540
"REDDINGTON AA            ";6;H;ANGLO-ARABE;4;1;2;15480,00;0,00;15480,00;3870,00;
"RASANGO                  ";10;H;"PUR SANG";5;1;2;15445,00;0,00;15445,00;3089,00;605
"FAKIRA                   ";6;F;"CHEVAL AUTRE QUE PUR SANG";6;1;4;15430,00;0,00;15430,00;2571,67;535
"NEPTUNE DIVINE           ";5;F;"PUR SANG";9;1;5;15420,00;0,00;15420,00;1713,33;530
"SENSITIF                 ";4;H;"PUR SANG";6;1;1;15410,00;0,00;15410,00;2568,33;525
