Cheval;Âge;Sexe;Race;Courses;Victoires;Places;"Allocation tot.";"Prime Prop.";"Alloc. + Prime Prop.";"Gain moyen";Valeur
"ROYALE BOEMIE HAS        ";4;F;"PUR SANG";3;0;3;13265,00;0,00;13265,00;4421,67;590
"HOLLEE                   ";4;F;"CHEVAL AUTRE QUE PUR SANG";5;0;4;13245,00;0,00;13245,00;2649,00;540
"ILVIENTDELA BAIE         ";3;H;"PUR SANG";4;1;1;13200,00;0,00;13200,00;3300,00;580
"ILYVA                    ";3;H;"CHEVAL AUTRE QUE PUR SANG";3;1;1;13200,00;0,00;13200,00;4400,00;
"HOOLIGAN                 ";6;H;"PUR SANG";1;0;1;13200,00;0,00;13200,00;13200,00;
"DE BONNE GRACE           ";3;F;"PUR SANG";3;0;3;13050,00;0,00;13050,00;4350,00;620
"FRENCH BIRD              ";6;F;"CHEVAL AUTRE QUE PUR SANG";2;1;1;13020,00;0,00;13020,00;6510,00;580
"GARDONS LE SOURIRE       ";5;H;"PUR SANG";2;0;2;13020,00;0,00;13020,00;6510,00;650
"FEUX DE BOIS             ";6;H;"CHEVAL AUTRE QUE PUR SANG";2;0;1;13000,00;0,00;13000,00;6500,00;530
"LYSON DES AIGLES         ";3;F;"PUR SANG";6;0;5;12970,00;0,00;12970,00;2161,67;560
"ECHIQUIER                ";7;H;"CHEVAL AUTRE QUE PUR SANG";1;1;0;12960,00;0,00;12960,00;12960,00;640
"BATHYSTIK                ";3;H;"PUR SANG";3;0;1;12960,00;0,00;12960,00;4320,00;
"HE LOVES ME              ";10;H;"PUR SANG";6;1;3;12940,00;0,00;12940,00;2156,67;545
"SWEET CESARIA            ";4;F;"PUR SANG";7;0;5;12935,00;0,00;12935,00;1847,86;510
"KARL EDOUARD             ";4;H;"PUR SANG";2;0;2;12925,00;0,00;12925,00;6462,50;
"HISTORIEN                ";4;H;"CHEVAL AUTRE QUE PUR SANG";2;0;2;12925,00;0,00;12925,00;6462,50;620
"AURORE VERTE             ";3;F;"PUR SANG";4;0;3;12920,00;0,00;12920,00;3230,00;600
"HARDY DU SEUIL           ";4;H;"CHEVAL AUTRE QUE PUR SANG";1;1;0;12880,00;0,00;12880,00;12880,00;
"HONEY DU GRANIT          ";4;F;"CHEVAL AUTRE QUE PUR SANG";1;1;0;12880,00;0,00;12880,00;12880,00;620
"NAMBITI                  ";3;H;"PUR SANG";5;0;4;12855,00;0,00;12855,00;2571,00;600
"RAFFLES QUATTRO          ";4;H;"PUR SANG";3;1;1;12840,00;0,00;12840,00;4280,00;530
"GINJA DES TAILLONS       ";4;F;"PUR SANG";6;1;5;12815,00;0,00;12815,00;2135,83;550
"MY LOVELY PASSION        ";3;H;"PUR SANG";4;1;3;12800,00;0,00;12800,00;3200,00;580
"GEDEON MADRIK            ";5;H;"PUR SANG";5;1;2;12795,00;0,00;12795,00;2559,00;570
"GAELIC WARRIOR           ";3;H;"PUR SANG";3;0;2;12740,00;0,00;12740,00;4246,67;630
"HULAPALU                 ";5;F;"PUR SANG";2;1;1;12720,00;0,00;12720,00;6360,00;560
"GENESIS AS               ";5;H;"PUR SANG";2;1;1;12680,00;0,00;12680,00;6340,00;590
"SPINOZZAR                ";7;H;"PUR SANG";5;0;3;12645,00;0,00;12645,00;2529,00;600
"PICA LINA                ";4;F;"PUR SANG";2;0;2;12585,00;0,00;12585,00;6292,50;525
"IMENHOTEP                ";3;H;"PUR SANG";6;0;4;12540,00;0,00;12540,00;2090,00;595
"BARONNE DU BRIZAIS       ";3;F;"PUR SANG";3;0;3;12540,00;0,00;12540,00;4180,00;600
"GEMOHIO                  ";5;F;"PUR SANG";8;0;4;12520,00;0,00;12520,00;1565,00;530
"MAURREN                  ";6;F;"PUR SANG";5;1;3;12490,00;0,00;12490,00;2498,00;525
"CIDJIE DANGLES           ";6;F;"PUR SANG";8;1;2;12480,00;0,00;12480,00;1560,00;500
"SANS CHOISIR             ";5;H;"PUR SANG";2;1;1;12480,00;0,00;12480,00;6240,00;580
"MAGISTRATO               ";3;H;"PUR SANG";1;0;1;12480,00;0,00;12480,00;12480,00;
"GOLD CENT                ";4;F;"PUR SANG";2;1;1;12460,00;0,00;12460,00;6230,00;560
"SINDALA                  ";4;F;"PUR SANG";5;1;3;12460,00;0,00;12460,00;2492,00;540
"HAIE D'HONNEUR           ";4;F;"PUR SANG";4;0;4;12455,00;0,00;12455,00;3113,75;585
"FORZA                    ";6;H;"CHEVAL AUTRE QUE PUR SANG";6;0;4;12450,00;0,00;12450,00;2075,00;540
"RAFFLES ODEON            ";3;H;"PUR SANG";1;0;1;12420,00;0,00;12420,00;12420,00;
"SI ELEGANT               ";3;H;"PUR SANG";1;0;1;12420,00;0,00;12420,00;12420,00;
"ISKANDARA                ";3;F;"CHEVAL AUTRE QUE PUR SANG";1;0;1;12420,00;0,00;12420,00;12420,00;
"JARRY WELLS              ";4;H;"PUR SANG";4;0;3;12400,00;0,00;12400,00;3100,00;550
"HOOPA                    ";4;F;"CHEVAL AUTRE QUE PUR SANG";6;1;2;12370,00;0,00;12370,00;2061,67;505
"ON YOUR MARKS            ";4;H;"PUR SANG";6;0;4;12340,00;0,00;12340,00;2056,67;510
"BANDERO                  ";6;H;"PUR SANG";1;0;1;12320,00;0,00;12320,00;12320,00;555
"RED ALEX                 ";3;H;"PUR SANG";4;0;2;12310,00;0,00;12310,00;3077,50;600
"FIRST D'ANJOU            ";6;H;"CHEVAL AUTRE QUE PUR SANG";7;1;5;12295,00;0,00;12295,00;1756,43;525
"HARRY CONTI              ";4;H;"CHEVAL AUTRE QUE PUR SANG";2;1;1;12235,00;0,00;12235,00;6117,50;
"INFLUENCE BERE           ";3;F;"PUR SANG";5;1;4;12195,00;0,00;12195,00;2439,00;575
"LIFE'S A BREEZE          ";5;H;"PUR SANG";7;0;4;12185,00;0,00;12185,00;1740,71;540
"THE CORE                 ";4;F;"PUR SANG";4;1;3;12165,00;0,00;12165,00;3041,25;550
"ALEX DU PIN              ";4;H;"PUR SANG";3;0;3;12140,00;0,00;12140,00;4046,67;570
"HOSANA CONTI             ";4;F;"CHEVAL AUTRE QUE PUR SANG";3;1;2;12135,00;0,00;12135,00;4045,00;540
"EVAGRO                   ";4;H;"PUR SANG";5;0;4;12095,00;0,00;12095,00;2419,00;275
"PRAGELOR                 ";8;H;"PUR SANG";3;1;1;12075,00;0,00;12075,00;4025,00;580
"HONORIS CAUSA            ";4;F;"CHEVAL AUTRE QUE PUR SANG";2;1;1;12060,00;0,00;12060,00;6030,00;575
"GOLDEN DAWN              ";4;F;"PUR SANG";3;1;2;12050,00;0,00;12050,00;4016,67;520
"GIPPSY DE CHENOUR AA     ";5;F;*ANGLO-ARABE*;4;1;2;12020,00;0,00;12020,00;3005,00;
"GARDE CONTRE             ";5;F;"PUR SANG";4;0;3;12020,00;0,00;12020,00;3005,00;550
"BOOGIE                   ";3;H;"PUR SANG";3;0;1;12000,00;0,00;12000,00;4000,00;590
"BANNISTER                ";4;H;"PUR SANG";2;1;0;11960,00;0,00;11960,00;5980,00;610
"KOREGAON PARK            ";5;H;"PUR SANG";2;0;2;11960,00;0,00;11960,00;5980,00;550
"DANTZA BASC              ";3;F;"PUR SANG";10;0;7;11850,00;0,00;11850,00;1185,00;550
"MUHAYA KAILLILA          ";4;F;"PUR SANG";3;1;2;11830,00;0,00;11830,00;3943,33;545
"COOKILAYONE              ";5;F;"PUR SANG";5;1;2;11830,00;0,00;11830,00;2366,00;550
"BURROWS MARVEL           ";4;H;"PUR SANG";3;1;2;11830,00;0,00;11830,00;3943,33;565
"CALINIGHT                ";7;H;"PUR SANG";2;1;1;11790,00;0,00;11790,00;5895,00;610
"WAL CASSANDRE            ";3;H;"PUR SANG";4;1;2;11760,00;0,00;11760,00;2940,00;600
"DINDIN                   ";8;H;"CHEVAL AUTRE QUE PUR SANG";4;1;1;11745,00;0,00;11745,00;2936,25;610
"STAR IN CHOPE            ";3;F;"PUR SANG";6;1;3;11740,00;0,00;11740,00;1956,67;570
"LA DANZA                 ";4;F;"PUR SANG";1;0;1;11730,00;0,00;11730,00;11730,00;640
"GODEWAERSVELDE           ";5;H;"PUR SANG";3;1;1;11720,00;0,00;11720,00;3906,67;605
"HOZIL                    ";4;H;"CHEVAL AUTRE QUE PUR SANG";3;0;3;11690,00;0,00;11690,00;3896,67;
"ASTRAPI                  ";3;H;"PUR SANG";3;1;2;11585,00;0,00;11585,00;3861,67;615
"FLASH DAVIER             ";3;F;"PUR SANG";4;0;3;11570,00;0,00;11570,00;2892,50;595
"HEIDI DU SEUIL           ";4;F;"CHEVAL AUTRE QUE PUR SANG";6;1;2;11560,00;0,00;11560,00;1926,67;510
"LE BEAU THEO             ";4;H;"PUR SANG";4;0;4;11540,00;0,00;11540,00;2885,00;545
"TAYOUMA                  ";4;F;"PUR SANG";2;2;0;11520,00;0,00;11520,00;5760,00;200
"BACHELIER                ";4;H;"PUR SANG";3;0;1;11520,00;0,00;11520,00;3840,00;540
"WUTZELINO                ";5;H;"PUR SANG";3;0;2;11520,00;0,00;11520,00;3840,00;590
"GLORICE                  ";5;H;"CHEVAL AUTRE QUE PUR SANG";1;0;1;11520,00;0,00;11520,00;11520,00;600
"HALEXANDRE MOME          ";4;H;"CHEVAL AUTRE QUE PUR SANG";2;0;2;11515,00;0,00;11515,00;5757,50;570
"AUREOLE                  ";5;F;"PUR SANG";6;1;4;11510,00;0,00;11510,00;1918,33;515
"MUHTALAD                 ";4;H;"PUR SANG";1;0;1;11500,00;0,00;11500,00;11500,00;640
"APROXIMATELY             ";4;H;"PUR SANG";2;0;1;11500,00;0,00;11500,00;5750,00;310
"VADEMECUM                ";5;F;"PUR SANG";3;1;1;11490,00;0,00;11490,00;3830,00;510
"GAIUS                    ";5;H;"PUR SANG";6;1;3;11405,00;0,00;11405,00;1900,83;565
"LYON CLERMONT            ";7;H;"PUR SANG";7;0;5;11405,00;0,00;11405,00;1629,29;500
"BRAINSTORM               ";3;H;"PUR SANG";4;1;1;11380,00;0,00;11380,00;2845,00;610
"RUZZINI                  ";4;H;"PUR SANG";6;1;2;11380,00;0,00;11380,00;1896,67;520
"ADIOS CLEMENTO           ";9;H;"PUR SANG";8;0;4;11370,00;0,00;11370,00;1421,25;500
"SALT ROCK                ";4;H;"PUR SANG";5;0;4;11360,00;0,00;11360,00;2272,00;530
"PADIRAC                  ";4;H;"PUR SANG";8;0;6;11330,00;0,00;11330,00;1416,25;495
"BONFOU D'AIRY            ";10;H;"CHEVAL AUTRE QUE PUR SANG";5;0;4;11330,00;0,00;11330,00;2266,00;470
"BECQUARAINBOW            ";5;H;"PUR SANG";2;0;2;11325,00;0,00;11325,00;5662,50;610
"INES DU CHENET           ";3;F;"PUR SANG";2;1;1;11315,00;0,00;11315,00;5657,50;
"ONE STORY                ";4;F;"PUR SANG";3;0;3;11315,00;0,00;11315,00;3771,67;585
"HERE I AM                ";4;H;"PUR SANG";2;0;2;11310,00;0,00;11310,00;5655,00;610
"MISSED CUE               ";3;F;"PUR SANG";3;0;3;11295,00;0,00;11295,00;3765,00;600
"INDY DU GOUET            ";3;H;"PUR SANG";2;1;1;11280,00;0,00;11280,00;5640,00;
"HAZUR DU DOUBS           ";4;F;"CHEVAL AUTRE QUE PUR SANG";3;1;2;11280,00;0,00;11280,00;3760,00;515
"HECTORE DE VASSY         ";4;H;"CHEVAL AUTRE QUE PUR SANG";3;1;2;11265,00;0,00;11265,00;3755,00;560
"MASTER BLAZE             ";3;H;"PUR SANG";4;0;4;11215,00;0,00;11215,00;2803,75;600
"MALBEC DU MATHAN         ";4;H;"PUR SANG";4;1;2;11210,00;0,00;11210,00;2802,50;560
"HENRY BRULARD            ";6;H;"PUR SANG";8;1;1;11160,00;0,00;11160,00;1395,00;520
"RIAL                     ";4;H;"PUR SANG";9;0;4;11160,00;0,00;11160,00;1240,00;480
"EARLY EDUCATION          ";5;F;"PUR SANG";4;1;1;11115,00;0,00;11115,00;2778,75;590
"THE PAINTER              ";5;H;"PUR SANG";4;1;2;11105,00;0,00;11105,00;2776,25;545
"TOP PRINCE               ";5;H;"PUR SANG";5;1;1;11080,00;0,00;11080,00;2216,00;520
"GLORIOUS WINGS           ";5;F;"CHEVAL AUTRE QUE PUR SANG";4;1;1;11080,00;0,00;11080,00;2770,00;545
"VINO DE VICI             ";4;F;"PUR SANG";2;0;2;11070,00;0,00;11070,00;5535,00;
"TOP ROCK TALULA          ";6;F;"PUR SANG";7;0;5;11065,00;0,00;11065,00;1580,71;495
"OEUVRE DU MAITRE         ";4;F;"PUR SANG";3;1;1;11050,00;0,00;11050,00;3683,33;530
"FOLBURG DE PALMA         ";6;H;"CHEVAL AUTRE QUE PUR SANG";5;0;2;11050,00;0,00;11050,00;2210,00;555
"ANGE DE JUILLEY          ";5;H;"PUR SANG";2;1;0;11040,00;0,00;11040,00;5520,00;600
"GOLLIATH                 ";5;H;"CHEVAL AUTRE QUE PUR SANG";3;1;0;11040,00;0,00;11040,00;3680,00;525
"CHEMINEE                 ";6;F;"PUR SANG";3;1;1;11025,00;0,00;11025,00;3675,00;590
"HEMEROCALLE              ";4;F;"PUR SANG";4;1;3;11015,00;0,00;11015,00;2753,75;550
"MOODLY                   ";6;F;"PUR SANG";2;1;1;11000,00;0,00;11000,00;5500,00;565
"DUCK'S BOUILLE           ";3;F;"PUR SANG";2;1;1;10940,00;0,00;10940,00;5470,00;
"DERIGANOF                ";8;H;"CHEVAL AUTRE QUE PUR SANG";2;1;1;10935,00;0,00;10935,00;5467,50;550
"PAINTBALL                ";4;H;"PUR SANG";7;0;4;10930,00;0,00;10930,00;1561,43;535
"ME BEFORE YOU            ";3;F;"PUR SANG";2;1;1;10925,00;0,00;10925,00;5462,50;
"RUZ GWENN HA DU          ";3;H;"PUR SANG";3;1;2;10910,00;0,00;10910,00;3636,67;580
"TO BE FIX                ";3;F;"PUR SANG";2;0;2;10880,00;0,00;10880,00;5440,00;
"AS DE CARPAT             ";5;H;"PUR SANG";6;0;3;10870,00;0,00;10870,00;1811,67;495
"GALET D'OUDAIRIES        ";5;H;"CHEVAL AUTRE QUE PUR SANG";1;0;1;10810,00;0,00;10810,00;10810,00;
"OLYMPIC MAN              ";4;H;"PUR SANG";1;0;1;10810,00;0,00;10810,00;10810,00;
"HOLA QUE TAL             ";4;H;"CHEVAL AUTRE QUE PUR SANG";2;0;1;10810,00;0,00;10810,00;5405,00;580
"GUNFLIGHT                ";4;F;"PUR SANG";1;0;1;10810,00;0,00;10810,00;10810,00;620
"IROKO                    ";3;H;"CHEVAL AUTRE QUE PUR SANG";1;0;1;10810,00;0,00;10810,00;10810,00;
"HARMONIE D'AINAY         ";4;F;"CHEVAL AUTRE QUE PUR SANG";1;0;1;10810,00;0,00;10810,00;10810,00;
"GOLD TWEET               ";4;H;"PUR SANG";1;0;1;10800,00;0,00;10800,00;10800,00;680
"GRATOS DE L'ISLE         ";5;H;"CHEVAL AUTRE QUE PUR SANG";1;0;1;10800,00;0,00;10800,00;10800,00;620
"BREKDANCE BILBERRY       ";6;F;"PUR SANG";1;0;1;10800,00;0,00;10800,00;10800,00;610
"BLASIMON                 ";7;H;"PUR SANG";1;0;1;10800,00;0,00;10800,00;10800,00;655
"ENJEU D'ARTHEL           ";7;H;"CHEVAL AUTRE QUE PUR SANG";1;0;1;10800,00;0,00;10800,00;10800,00;660
"ICEO MADRIK              ";3;H;"PUR SANG";3;0;1;10800,00;0,00;10800,00;3600,00;620
"ACTIVIAL                 ";11;H;"CHEVAL AUTRE QUE PUR SANG";2;0;1;10800,00;0,00;10800,00;5400,00;605
"EDWARD D'ARGENT          ";8;H;"PUR SANG";1;0;1;10800,00;0,00;10800,00;10800,00;750
"CHUCK BERRY AA           ";3;H;"ANGLO-ARABE DE COMPLEMENT";3;0;3;10780,00;0,00;10780,00;3593,33;
"MISS KADIX               ";4;F;"PUR SANG";3;1;2;10610,00;0,00;10610,00;3536,67;560
"HERRIA BANBOU            ";4;F;"CHEVAL AUTRE QUE PUR SANG";4;0;4;10600,00;0,00;10600,00;2650,00;530
"KAP ET PAS CAP           ";8;H;"PUR SANG";1;1;0;10580,00;0,00;10580,00;10580,00;570
"MONTE IGUELDO            ";4;H;"PUR SANG";1;0;1;10580,00;0,00;10580,00;10580,00;
"PARIMIX                  ";4;H;"PUR SANG";1;0;1;10580,00;0,00;10580,00;10580,00;560
"GLASGOW DU BERLAIS       ";3;M;"PUR SANG";3;0;2;10575,00;0,00;10575,00;3525,00;590
"DANDY DU SEUIL           ";8;H;"CHEVAL AUTRE QUE PUR SANG";8;0;4;10570,00;0,00;10570,00;1321,25;530
"ILE DE JERSEY            ";3;F;"PUR SANG";2;1;1;10560,00;0,00;10560,00;5280,00;
"BORN TO HONOUR           ";3;H;"PUR SANG";3;1;1;10560,00;0,00;10560,00;3520,00;600
"BLACK BOA                ";8;H;"PUR SANG";2;0;1;10560,00;0,00;10560,00;5280,00;530
"ODIAGO                   ";3;H;"PUR SANG";4;1;1;10550,00;0,00;10550,00;2637,50;595
"HERMES CLERMONT          ";4;H;"CHEVAL AUTRE QUE PUR SANG";2;1;1;10540,00;0,00;10540,00;5270,00;
"LOU BUCK'S               ";7;H;"PUR SANG";1;0;1;10500,00;0,00;10500,00;10500,00;700
"HOP LA DE SIVOLA         ";4;F;"PUR SANG";4;1;3;10480,00;0,00;10480,00;2620,00;520
"EXIMIA                   ";4;F;"PUR SANG";5;1;1;10460,00;0,00;10460,00;2092,00;535
"SINGAPORE TRIP           ";3;H;"PUR SANG";4;1;2;10440,00;0,00;10440,00;2610,00;600
"HELEN D'ALENE            ";4;F;"CHEVAL AUTRE QUE PUR SANG";3;1;1;10420,00;0,00;10420,00;3473,33;560
"LADYSANE                 ";4;F;"PUR SANG";3;1;2;10380,00;0,00;10380,00;3460,00;560
"BERNARDO BELLOTTO        ";6;H;"PUR SANG";2;0;2;10350,00;0,00;10350,00;5175,00;605
"HENN SEE                 ";4;H;"CHEVAL AUTRE QUE PUR SANG";1;0;1;10350,00;0,00;10350,00;10350,00;
"HELL BOY                 ";7;H;"PUR SANG";1;0;1;10350,00;0,00;10350,00;10350,00;710
"TAKING POWER             ";3;H;"PUR SANG";10;0;5;10340,00;0,00;10340,00;1034,00;545
"CELESTIN MERCURY         ";4;H;"PUR SANG";2;0;2;10340,00;0,00;10340,00;5170,00;
"HARMONIE ROQUE           ";4;F;"PUR SANG";3;0;3;10335,00;0,00;10335,00;3445,00;530
"MIRALAGO                 ";3;H;"PUR SANG";2;0;2;10305,00;0,00;10305,00;5152,50;
"SALVINIA                 ";3;F;"PUR SANG";6;0;6;10255,00;0,00;10255,00;1709,17;545
"TEL AVIV                 ";5;H;"PUR SANG";5;1;1;10200,00;0,00;10200,00;2040,00;525
"BIRTHDAY TIC             ";4;H;"PUR SANG";6;1;0;10120,00;0,00;10120,00;1686,67;535
"DINOLIT                  ";4;F;"PUR SANG";1;1;0;10120,00;0,00;10120,00;10120,00;
"GEORGIA PARCS            ";5;F;"CHEVAL AUTRE QUE PUR SANG";1;1;0;10120,00;0,00;10120,00;10120,00;
"HEROS DE PAQUES          ";4;H;"CHEVAL AUTRE QUE PUR SANG";2;1;0;10120,00;0,00;10120,00;5060,00;
"HISTOIRE DE REVE         ";4;F;"CHEVAL AUTRE QUE PUR SANG";1;1;0;10120,00;0,00;10120,00;10120,00;560
"HOURRA DE SIVOLA         ";4;F;"PUR SANG";1;1;0;10120,00;0,00;10120,00;10120,00;560
"HISTOIRE D'EN RIRE       ";4;F;"CHEVAL AUTRE QUE PUR SANG";2;1;0;10120,00;0,00;10120,00;5060,00;560
"ICARE DU SEUIL           ";3;H;"CHEVAL AUTRE QUE PUR SANG";1;1;0;10120,00;0,00;10120,00;10120,00;
"HELLO BALL               ";4;H;"CHEVAL AUTRE QUE PUR SANG";2;1;0;10120,00;0,00;10120,00;5060,00;
"FRIDAY THIRTEEN          ";3;H;"PUR SANG";2;1;1;10100,00;0,00;10100,00;5050,00;
"HITECH                   ";4;H;"PUR SANG";4;0;3;10095,00;0,00;10095,00;2523,75;585
"ISSAM                    ";3;H;"CHEVAL AUTRE QUE PUR SANG";3;1;0;10080,00;0,00;10080,00;3360,00;610
"LA MANIGANCE             ";3;F;"PUR SANG";1;1;0;10080,00;0,00;10080,00;10080,00;
"AYRTON BANKS             ";5;H;"PUR SANG";1;1;0;10080,00;0,00;10080,00;10080,00;570
"LE GRAND VERT            ";5;H;"PUR SANG";2;1;0;10080,00;0,00;10080,00;5040,00;570
"KATPARTROI               ";3;F;"PUR SANG";2;1;0;10080,00;0,00;10080,00;5040,00;
"PAQUOS                   ";7;H;"PUR SANG";1;1;0;10080,00;0,00;10080,00;10080,00;580
"GESSKILLE                ";5;H;"CHEVAL AUTRE QUE PUR SANG";1;1;0;10080,00;0,00;10080,00;10080,00;605
"GILOU CAT                ";5;H;"PUR SANG";5;1;0;10080,00;0,00;10080,00;2016,00;540
"JOYAU DU RHEU            ";5;H;"PUR SANG";3;1;0;10080,00;0,00;10080,00;3360,00;595
"HURKHAN                  ";8;H;"PUR SANG";1;1;0;10080,00;0,00;10080,00;10080,00;650
"FANDANGO                 ";6;H;"CHEVAL AUTRE QUE PUR SANG";1;1;0;10080,00;0,00;10080,00;10080,00;625
"MARAVILLOSA              ";4;F;"PUR SANG";5;1;1;10080,00;0,00;10080,00;2016,00;515
"AL CUARTO                ";5;H;"PUR SANG";1;1;0;10080,00;0,00;10080,00;10080,00;660
"RAILENA                  ";5;F;"PUR SANG";2;1;0;10080,00;0,00;10080,00;5040,00;540
"IDEAL D'ALLIER           ";3;H;"PUR SANG";2;1;0;10080,00;0,00;10080,00;5040,00;
"ICEO                     ";3;H;"CHEVAL AUTRE QUE PUR SANG";1;1;0;10080,00;0,00;10080,00;10080,00;
"SPIROU DE LUNE           ";6;H;"PUR SANG";1;1;0;10080,00;0,00;10080,00;10080,00;530
"SAMBANA DU BERLAIS       ";5;F;"PUR SANG";3;1;0;10080,00;0,00;10080,00;3360,00;570
"VADALY                   ";3;F;"PUR SANG";1;1;0;10080,00;0,00;10080,00;10080,00;
"SA CARLEX                ";5;F;"PUR SANG";2;0;2;10080,00;0,00;10080,00;5040,00;570
"HONESTA                  ";4;F;"PUR SANG";5;0;3;10060,00;0,00;10060,00;2012,00;550
"VATOHIO                  ";9;F;"PUR SANG";7;0;3;9990,00;0,00;9990,00;1427,14;500
"INVINCIBLE FIGHTER       ";10;H;"PUR SANG";4;1;3;9980,00;0,00;9980,00;2495,00;575
"VIA DOLOROSA             ";9;H;"PUR SANG";2;1;1;9940,00;0,00;9940,00;4970,00;575
"COUP DE COEUR            ";3;H;"PUR SANG";3;0;2;9940,00;0,00;9940,00;3313,33;680
"TOINE DE LENZAC          ";5;H;"PUR SANG";2;1;1;9920,00;0,00;9920,00;4960,00;540
"ALICARON                 ";4;H;"PUR SANG";1;1;0;9900,00;0,00;9900,00;9900,00;575
"HEAVEN'S NIGHT           ";6;F;"PUR SANG";5;1;0;9900,00;0,00;9900,00;1980,00;560
"CIEL DIVIN               ";6;H;"PUR SANG";2;1;0;9900,00;0,00;9900,00;4950,00;550
"CHARMINO                 ";6;H;"PUR SANG";1;1;0;9900,00;0,00;9900,00;9900,00;600
"EVERSMILE                ";4;F;"PUR SANG";2;1;1;9860,00;0,00;9860,00;4930,00;550
"GHOSTY ROSETGRI          ";5;H;"PUR SANG";9;0;5;9815,00;0,00;9815,00;1090,56;460
"ZINOA                    ";3;F;"PUR SANG";3;0;2;9795,00;0,00;9795,00;3265,00;
"HALLELUIA                ";4;F;"CHEVAL AUTRE QUE PUR SANG";11;0;3;9780,00;0,00;9780,00;889,09;460
"MANVOLT                  ";4;H;"PUR SANG";3;0;3;9750,00;0,00;9750,00;3250,00;565
"ALTUS                    ";6;H;"PUR SANG";3;1;1;9740,00;0,00;9740,00;3246,67;600
"TINO ROLI                ";7;H;"PUR SANG";4;1;3;9720,00;0,00;9720,00;2430,00;520
"GREAT DU LARGE           ";5;H;"PUR SANG";2;0;2;9720,00;0,00;9720,00;4860,00;570
"JOSHUA DREAM             ";5;H;"PUR SANG";9;0;3;9700,00;0,00;9700,00;1077,78;470
"SUPER FLAM               ";5;H;"PUR SANG";5;0;3;9695,00;0,00;9695,00;1939,00;515
"HAUTE CORREZE            ";9;F;ANGLO-ARABE;2;1;1;9680,00;0,00;9680,00;4840,00;470
"AVOCETTE                 ";4;F;"PUR SANG";2;1;0;9660,00;0,00;9660,00;4830,00;600
"HIGHLANDS D ALLIER       ";4;H;"PUR SANG";3;1;0;9660,00;0,00;9660,00;3220,00;600
"MANHATTAN GARDEN         ";4;H;"PUR SANG";1;1;0;9660,00;0,00;9660,00;9660,00;570
"ESPOIR DE FLEUR          ";7;H;"CHEVAL AUTRE QUE PUR SANG";4;0;3;9650,00;0,00;9650,00;2412,50;525
"MASKED DREAM             ";3;H;"PUR SANG";3;0;2;9630,00;0,00;9630,00;3210,00;595
"TABALLERA                ";4;F;"PUR SANG";4;0;4;9630,00;0,00;9630,00;2407,50;550
"A JOHNNY                 ";4;H;"PUR SANG";4;0;3;9610,00;0,00;9610,00;2402,50;510
"GAMIN D'OUDAIRIES        ";5;H;"CHEVAL AUTRE QUE PUR SANG";1;1;0;9600,00;0,00;9600,00;9600,00;640
"LORD D'EX                ";3;H;"PUR SANG";3;0;2;9600,00;0,00;9600,00;3200,00;600
"SULTANIA                 ";3;F;"PUR SANG";4;0;2;9600,00;0,00;9600,00;2400,00;580
"VAUB CHOP                ";4;H;"PUR SANG";5;1;2;9550,00;0,00;9550,00;1910,00;510
"ROCKY TAO                ";3;H;"PUR SANG";6;0;4;9510,00;0,00;9510,00;1585,00;560
"MARBLE EYES              ";4;F;"PUR SANG";7;1;2;9490,00;0,00;9490,00;1355,71;510
"IMAGINE CLERMONT         ";3;F;"PUR SANG";3;1;2;9465,00;0,00;9465,00;3155,00;575
"DANIAR                   ";4;H;"PUR SANG";2;1;1;9450,00;0,00;9450,00;4725,00;555
"EDEN DU SEUIL            ";7;H;"CHEVAL AUTRE QUE PUR SANG";6;0;5;9395,00;0,00;9395,00;1565,83;515
"YOUR LOVE                ";3;F;"PUR SANG";4;0;3;9385,00;0,00;9385,00;2346,25;555
"RONCHETTE                ";3;F;"PUR SANG";4;1;2;9360,00;0,00;9360,00;2340,00;570
"ROCKTALINE               ";7;F;"PUR SANG";3;1;1;9360,00;0,00;9360,00;3120,00;560
"TROPEUREUX               ";4;H;"PUR SANG";2;1;1;9360,00;0,00;9360,00;4680,00;
"GLORIA DU MORVAN         ";5;F;"CHEVAL AUTRE QUE PUR SANG";4;1;2;9360,00;0,00;9360,00;2340,00;540
"PEREGRINA                ";13;F;"PUR SANG";3;1;1;9360,00;0,00;9360,00;3120,00;510
"HEMEVOICI                ";4;H;"CHEVAL AUTRE QUE PUR SANG";2;0;2;9360,00;0,00;9360,00;4680,00;605
"JAPANALBAN               ";3;H;"PUR SANG";2;0;2;9360,00;0,00;9360,00;4680,00;
"IN YOUR DREAMS           ";3;H;"PUR SANG";3;0;3;9360,00;0,00;9360,00;3120,00;610
"PAOLO                    ";5;H;"PUR SANG";3;0;2;9360,00;0,00;9360,00;3120,00;560
"HALTHIA DES OBEAUX       ";3;F;"PUR SANG";3;0;3;9340,00;0,00;9340,00;3113,33;590
"BARONNE DU BERLAIS       ";4;F;"PUR SANG";3;0;2;9305,00;0,00;9305,00;3101,67;590
"HOUJI                    ";4;F;"CHEVAL AUTRE QUE PUR SANG";3;0;2;9290,00;0,00;9290,00;3096,67;530
"IKARIA                   ";3;F;"CHEVAL AUTRE QUE PUR SANG";4;0;3;9255,00;0,00;9255,00;2313,75;595
